Year,Month,Category,Title,Author,Publisher,Price,Publish_Date,Sales_Index,Rating,Age_Scores,Pages,Keywords,Gender,Age,month
2024,3,자연과학,수학자의 생각법,마커스 드 사토이 저/김종명 역,북라이프,18900,2024년 05월,16497,9.9,"{'10대': 0.0, '20대': 0.0, '30대': 10.0, '40대': 9.0, '50대': 9.0}",456,"['#지구온난화', '#기후변화', '#인류세']",0,50,6
2024,3,자연과학,문과 남자의 과학 공부,유시민 저,돌베개,15750,2023년 06월,330090,9.2,"{'10대': 0.0, '20대': 8.0, '30대': 9.0, '40대': 9.0, '50대': 9.0}",304,"['#과학입문', '#교양과학']",0,50,6
2024,3,자연과학,10대의 뇌,"프랜시스 젠슨, 에이미 엘리스 넛 저 / 김성훈 역",웅진지식하우스,16200,2019년 01월,4512,9.1,"{'10대': 0.0, '20대': 0.0, '30대': 9.0, '40대': 9.0, '50대': 8.0}",360,"['#그래제본소', '#생명과학', '#재미있는과학', '#문과도읽을수있는과학', '#과학에세이']",0,50,6
2024,3,자연과학,코스모스,칼 에드워드 세이건 저/홍승수 역,사이언스북스,17910,2006년 12월,198753,9.6,"{'10대': 9.0, '20대': 9.0, '30대': 9.0, '40대': 9.0, '50대': 9.0}",719,"['#질병의모든것', '#의학', '#의사']",0,50,6
2024,3,자연과학,이토록 재밌는 수상한 과학책,"호르헤 챔, 대니얼 화이트슨 저/김종명 역",알에이치코리아(RHK),19800,2024년 06월,1020,9.3,{},368,"['#올해의책', '#문과도읽을수있는과학', '#예스리커버', '#교양쌓기', '#과학_물화생지']",0,50,6
2024,3,자연과학,경외심,대커 켈트너 저/이한나 역,위즈덤하우스,20700,2024년 06월,3258,10,"{'10대': 0.0, '20대': 0.0, '30대': 10.0, '40대': 10.0, '50대': 10.0}",448,"['#월간개발자_추천도서', '#월간개발자_시니어', '#월간개발자_미드레벨', '#크레마클럽에있어요', '#월간개발자_대표도서']",0,50,6
2024,3,자연과학,우주에서는 서두를 필요가 없다,마욜린 판 헤임스트라 저/양미래 역,돌베개,15750,2024년 06월,1380,9.7,{},256,"['#대장금_출판사대표추천도서', '#2023경남독서한마당선정도서', '#2022내맘대로올해의책', '#올해의책', '#책나눔위원회추천도서']",0,50,6
2024,3,자연과학,인류세 책,"줄리아 애드니 토머스, 마크 윌리엄스, 얀 잘라시에비치 저/박범순, 김용진 역",이음,22500,2024년 05월,804,9.8,{},352,"['#내몸사용설명서', '#과학_물화생지']",0,50,6
2024,3,자연과학,협력의 진화 (40주년 특별 기념판),로버트 액설로드 저/이경식 역,시스테마,22500,2024년 05월,2748,9.8,"{'10대': 0.0, '20대': 9.0, '30대': 10.0, '40대': 10.0, '50대': 10.0}",308,"['#청년의날추천도서', '#2021올해의과학도서', '#유시민추천도서', '#과학_물화생지']",0,50,6
2024,3,자연과학,상상하는 공학 진화하는 인간,KAIST 기계공학과 저,해냄,17820,2024년 05월,4191,9.7,"{'10대': 0.0, '20대': 0.0, '30대': 10.0, '40대': 10.0, '50대': 9.0}",316,"['#2PM준호의책장', '#크레마클럽에있어요', '#문명의탄생', '#빅히스토리', '#인류가걱정된다면']",0,50,6
2024,3,자연과학,아직도 악어와 악어새 이야기를 믿어?,이하늬 저,스테이블,14850,2024년 05월,23805,9.3,{},184,"['#김영하작가추천', '#김영하북클럽', '#과학_물화생지', '#재미있는과학', '#쉽게배우는과학']",0,50,6
2024,3,자연과학,의학의 대가들,앤드루 램 저/서종민 역,상상스퀘어,22500,2023년 09월,43398,9.5,{},536,"['#크레마클럽에있어요', '#인문위클리레터에소개된책', '#과학_물화생지', '#물리공부', '#우주']",0,50,6
2024,3,자연과학,이기적 유전자 The Selfish Gene,"리처드 도킨스 저/홍영남, 이상임 역",을유문화사,18000,2018년 10월,187302,9.3,"{'10대': 9.0, '20대': 9.0, '30대': 9.0, '40대': 9.0, '50대': 8.0}",632,"['#페이커가읽은책', '#인문위클리레터에소개된책', '#tvN비밀독서단추천도서', '#EBS위대한수업', '#스테디에는이유가있다']",0,60,6
2024,3,자연과학,문과 남자의 과학 공부,유시민 저,돌베개,15750,2023년 06월,330090,9.2,"{'10대': 0.0, '20대': 8.0, '30대': 9.0, '40대': 9.0, '50대': 9.0}",304,"['#올해의책', '#재미있는과학', '#과학입문', '#교양과학']",0,60,6
2024,3,자연과학,코스모스,칼 에드워드 세이건 저/홍승수 역,사이언스북스,17910,2006년 12월,198753,9.6,"{'10대': 9.0, '20대': 9.0, '30대': 9.0, '40대': 9.0, '50대': 9.0}",719,"['#인문위클리레터에소개된책', '#스테디에는이유가있다', '#과학_물화생지', '#김미경TV에소개된책', '#북클러버의선택']",0,60,6
2024,3,자연과학,[예스리커버] 물고기는 존재하지 않는다,룰루 밀러 저/정지인 역,곰출판,15300,2021년 12월,209022,9,"{'10대': 7.0, '20대': 9.0, '30대': 9.0, '40대': 8.0, '50대': 9.0}",300,"['#대장금_출판사대표추천도서', '#2023경남독서한마당선정도서', '#2022내맘대로올해의책', '#올해의책', '#책나눔위원회추천도서']",0,60,6
2024,3,자연과학,다정한 것이 살아남는다,"브라이언 헤어, 버네사 우즈 저/이민아 역/박한선 감수",디플롯,19800,2021년 07월,58728,9.1,"{'10대': 0.0, '20대': 9.0, '30대': 9.0, '40대': 9.0, '50대': 8.0}",396,"['#인문위클리레터에소개된책', '#문재인대통령이읽은책', '#김영하작가추천', '#책읽어주는나의서재', '#책씨앗2022최고의책']",0,60,6
2024,3,자연과학,당신이 잠든 사이의 뇌과학,라훌 잔디얼 저/조주희 역,웅진지식하우스,16200,2024년 06월,2130,10,{},296,"['#알쓸인잡', '#과학_물화생지']",0,60,6
2024,3,자연과학,나라는 착각,그레고리 번스 저/홍우진 역,흐름출판,19800,2024년 03월,15858,8.8,"{'10대': 0.0, '20대': 6.0, '30대': 9.0, '40대': 9.0, '50대': 10.0}",360,"['#2022우수과학도서선정작', '#크레마클럽에있어요', '#십대']",0,60,6
2024,3,자연과학,박문호 박사의 빅히스토리 공부,박문호 저,김영사,22500,2022년 06월,19209,8.8,"{'10대': 0.0, '20대': 8.0, '30대': 10.0, '40대': 9.0, '50대': 8.0}",284,"['#정치', '#정치/사회/재벌', '#정치의역사', '#동물은똑똑해']",0,60,6
2024,3,자연과학,종의 기원,"찰스 로버트 다윈 저/장대익 역/최재천, 강호정, 김성한 기획 외 3명 정보 더 보기/감추기",사이언스북스,19800,2019년 07월,33504,8.9,"{'10대': 8.0, '20대': 10.0, '30대': 8.0, '40대': 8.0, '50대': 9.0}",656,"['#챗GPT가이드', '#AI', '#미래예측', '#AGI시대']",0,60,6
2024,3,자연과학,10대의 뇌,"프랜시스 젠슨, 에이미 엘리스 넛 저 / 김성훈 역",웅진지식하우스,16200,2019년 01월,4512,9.1,"{'10대': 0.0, '20대': 0.0, '30대': 9.0, '40대': 9.0, '50대': 8.0}",360,"['#환경문제', '#기후변화']",0,60,6
2024,3,자연과학,침팬지 폴리틱스,"프란스 드 발 글/장대익, 황상익 역",바다출판사,16200,2018년 03월,67359,9.6,"{'10대': 0.0, '20대': 10.0, '30대': 9.0, '40대': 9.0, '50대': 10.0}",344,"['#세밀화', '#식물이야기']",0,60,6
2024,3,자연과학,그린하다,황병대 저,글로벌콘텐츠,21600,2024년 06월,180,10,{},328,"['#자본주의비판', '#사회비판', '#사회의이면']",0,60,6
2024,3,자연과학,탄소시장,황석태 저,OJERI BOOKS,22950,2024년 06월,222,10,{},460,"['#문과도읽을수있는과학', '#과학현미경', '#과학궁금증', '#그래제본소']",0,60,6
2024,3,자연과학,미래는 생성되지 않는다,박주용 저,동아시아,17820,2024년 06월,9129,9.9,"{'10대': 8.0, '20대': 10.0, '30대': 10.0, '40대': 10.0, '50대': 10.0}",340,"['#동물에세이', '#동물권', '#인간과동물', '#동물복지']",0,60,6
2024,3,자연과학,지식의 최전선,A.C. 그레일링 저/이송교 역,아이콤마,22500,2024년 05월,870,10,{},496,['#크레마클럽에있어요'],0,60,6
2024,3,자연과학,우리는 왜 죽는가,벤키 라마크리슈난 저/강병철 역,김영사,19800,2024년 05월,6558,9.9,"{'10대': 0.0, '20대': 10.0, '30대': 0.0, '40대': 9.0, '50대': 10.0}",432,"['#질병의모든것', '#의학', '#의사']",0,60,6
2024,3,자연과학,AGI 시대와 인간의 미래,맹성현 저,헤이북스,22320,2024년 06월,11739,10,{},400,"['#서탐대실', '#건강한삶', '#정신건강', '#건강수명', '#나이듦은노화가아니라변화']",0,60,6
2024,3,자연과학,폭염 살인,제프 구델 저/왕수민 역,웅진지식하우스,20700,2024년 06월,23109,9.9,"{'10대': 0.0, '20대': 10.0, '30대': 10.0, '40대': 10.0, '50대': 10.0}",508,"['#심리학처방전', '#우울증', '#우울한당신에게', '#뇌과학', '#뇌과학심리학활용']",0,60,6
2024,4,자연과학,나노화학,장홍제 저,휴머니스트,18000,2023년 06월,4428,10,{},328,"['#크레마클럽에있어요', '#미래과학', '#나노', '#즐거운화학', '#과학_물화생지']",1,10,6
2024,4,자연과학,과학을 보다 2,"김범준, 김응빈, 지웅배, 정영진 저",알파미디어,17820,2024년 06월,21042,9.8,"{'10대': 0.0, '20대': 0.0, '30대': 9.0, '40대': 10.0, '50대': 9.0}",320,"['#문과도읽을수있는과학', '#쉽게배우는과학', '#재미있는과학']",1,10,6
2024,4,자연과학,때를 알다 해를 살다,유종반 저,작은것이아름답다,14400,2024년 05월,222,9.7,{},299,['#생태계'],1,10,6
2024,4,자연과학,의학의 대가들,앤드루 램 저/서종민 역,상상스퀘어,22500,2023년 09월,43398,9.8,{},536,"['#질병의모든것', '#의학', '#의사']",1,10,6
2024,4,자연과학,화학의 눈으로 보면 녹색지구가 펼쳐진다,원정현 저,지상의책(갈매나무),14400,2023년 01월,2187,10,"{'10대': 0.0, '20대': 9.0, '30대': 9.0, '40대': 10.0, '50대': 10.0}",224,['#독서지도안'],1,10,6
2024,4,자연과학,거의 모든 물질의 화학,김병민 저,현암사,25200,2022년 05월,1944,9.7,{},568,['#크레마클럽에있어요'],1,10,6
2024,4,자연과학,역사가 묻고 화학이 답하다,장홍제 저,지상의책(갈매나무),14220,2022년 05월,2304,9.6,"{'10대': 0.0, '20대': 10.0, '30대': 9.0, '40대': 10.0, '50대': 10.0}",280,"['#수리논술', '#크레마클럽에있어요']",1,10,6
2024,4,자연과학,미적분의 쓸모,한화택 저,더퀘스트,17550,2022년 05월,28740,9,"{'10대': 0.0, '20대': 0.0, '30대': 10.0, '40대': 9.0, '50대': 10.0}",248,"['#대장금_출판사대표추천도서', '#2023경남독서한마당선정도서', '#2022내맘대로올해의책', '#올해의책', '#책나눔위원회추천도서']",1,10,6
2024,4,자연과학,[예스리커버] 물고기는 존재하지 않는다,룰루 밀러 저/정지인 역,곰출판,15300,2021년 12월,209022,9.7,"{'10대': 7.0, '20대': 9.0, '30대': 9.0, '40대': 8.0, '50대': 9.0}",300,"['#2022아침독서추천도서', '#크레마클럽에있어요']",1,10,6
2024,4,자연과학,2도가 오르기 전에,남성현 저,애플북스,16020,2021년 10월,2550,9.8,"{'10대': 0.0, '20대': 10.0, '30대': 9.0, '40대': 9.0, '50대': 10.0}",280,['#세종도서학술부문선정도서'],1,10,6
2024,4,자연과학,물은 H2O인가?,장하석 저/전대호 역,김영사,26820,2021년 06월,840,9.3,"{'10대': 0.0, '20대': 10.0, '30대': 9.0, '40대': 10.0, '50대': 10.0}",680,"['#편집자의시대_편집자가만든책', '#책읽아웃', '#크레마클럽에있어요', '#국립중앙도서관사서추천', '#몸과마음']",1,10,6
2024,4,자연과학,오일러가 사랑한 수 e,엘리 마오 저/허민 역,경문사,24000,2020년 08월,1686,9.5,{},344,['#과학_물화생지'],1,10,6
2024,4,자연과학,"고3 재수생 수능 수학 만점, 양치기를 어떻게 바라보고 극복할 것인가",수학연구소 저,수학연구사,17550,2020년 07월,108,9.3,{},102,"['#월간개발자_추천도서', '#알쓸인잡', '#크레마클럽에있어요', '#뭐읽지', '#과학_물화생지']",1,10,6
2024,4,자연과학,불행은 어떻게 질병으로 이어지는가,네이딘 버크 해리스 저/정지인 역,심심,17820,2019년 11월,1146,7.3,"{'10대': 0.0, '20대': 10.0, '30대': 9.0, '40대': 9.0, '50대': 10.0}",440,['#크레마클럽에있어요'],1,10,6
2024,4,자연과학,그레타 툰베리와 함께하는 기후행동,"이순희, 최동진 저",빈빈책방,10800,2019년 10월,669,10,{},176,"['#인문위클리레터에소개된책', '#스테디에는이유가있다', '#과학_물화생지', '#김미경TV에소개된책', '#북클러버의선택']",1,10,6
2024,4,자연과학,[예스리커버] 물고기는 존재하지 않는다,룰루 밀러 저/정지인 역,곰출판,15300,2021년 12월,209022,9,"{'10대': 7.0, '20대': 9.0, '30대': 9.0, '40대': 8.0, '50대': 9.0}",300,"['#대장금_출판사대표추천도서', '#2023경남독서한마당선정도서', '#2022내맘대로올해의책', '#올해의책', '#책나눔위원회추천도서']",1,20,6
2024,4,자연과학,문과 남자의 과학 공부,유시민 저,돌베개,15750,2023년 06월,330090,9.2,"{'10대': 0.0, '20대': 8.0, '30대': 9.0, '40대': 9.0, '50대': 9.0}",304,"['#올해의책', '#재미있는과학', '#과학입문', '#교양과학']",1,20,6
2024,4,자연과학,코스모스,칼 에드워드 세이건 저/홍승수 역,사이언스북스,17910,2006년 12월,198753,9.6,"{'10대': 9.0, '20대': 9.0, '30대': 9.0, '40대': 9.0, '50대': 9.0}",719,"['#인문위클리레터에소개된책', '#스테디에는이유가있다', '#과학_물화생지', '#김미경TV에소개된책', '#북클러버의선택']",1,20,6
2024,4,자연과학,미래는 생성되지 않는다,박주용 저,동아시아,17820,2024년 06월,9129,9.9,"{'10대': 8.0, '20대': 10.0, '30대': 10.0, '40대': 10.0, '50대': 10.0}",340,"['#문과도읽을수있는과학', '#쉽게배우는과학', '#재미있는과학']",1,20,6
2024,4,자연과학,과학을 보다 2,"김범준, 김응빈, 지웅배, 정영진 저",알파미디어,17820,2024년 06월,21042,9.8,"{'10대': 0.0, '20대': 0.0, '30대': 9.0, '40대': 10.0, '50대': 9.0}",320,"['#자본주의비판', '#사회비판', '#사회의이면']",1,20,6
2024,4,자연과학,유전자 지배 사회,최정균 저,동아시아,15750,2024년 04월,43464,9.5,"{'10대': 2.0, '20대': 9.0, '30대': 10.0, '40대': 10.0, '50대': 9.0}",276,"['#ㅁㅁ로읽는역사', '#의학']",1,20,6
2024,4,자연과학,닥터프렌즈의 오마이갓 세계사,이낙준(한산이가) 저,김영사,18900,2024년 04월,14238,9.9,"{'10대': 0.0, '20대': 10.0, '30대': 10.0, '40대': 10.0, '50대': 8.0}",360,"['#월간개발자_추천도서', '#월간개발자_시니어', '#월간개발자_미드레벨', '#크레마클럽에있어요', '#월간개발자_대표도서']",1,20,6
2024,4,자연과학,비전공자도 이해할 수 있는 AI 지식,박상길 저/정진호 그림,반니,17820,2023년 04월,44331,9.5,"{'10대': 0.0, '20대': 9.0, '30대': 9.0, '40대': 9.0, '50대': 10.0}",464,"['#인문위클리레터에소개된책', '#문재인대통령이읽은책', '#김영하작가추천', '#책읽어주는나의서재', '#책씨앗2022최고의책']",1,20,6
2024,4,자연과학,진짜 하루만에 이해하는 반도체 산업,박진성 저,티더블유아이지,21420,2023년 02월,26262,9.5,"{'10대': 0.0, '20대': 10.0, '30대': 9.0, '40대': 9.0, '50대': 10.0}",344,"['#크레마클럽에있어요', '#인문위클리레터에소개된책', '#과학_물화생지', '#물리공부', '#우주']",1,20,6
2024,4,자연과학,다이어트 불변의 법칙,"하비 다이아몬드 저/강신원, 김민숙 역",사이몬북스,16200,2021년 09월,14424,9.6,"{'10대': 0.0, '20대': 10.0, '30대': 10.0, '40대': 9.0, '50대': 8.0}",320,"['#페이커가읽은책', '#인문위클리레터에소개된책', '#tvN비밀독서단추천도서', '#EBS위대한수업', '#스테디에는이유가있다']",1,20,6
2024,4,자연과학,다정한 것이 살아남는다,"브라이언 헤어, 버네사 우즈 저/이민아 역/박한선 감수",디플롯,19800,2021년 07월,58728,9.1,"{'10대': 0.0, '20대': 9.0, '30대': 9.0, '40대': 9.0, '50대': 8.0}",396,['#이달의굿즈'],1,20,6
2024,4,자연과학,시간은 흐르지 않는다,카를로 로벨리 저,쌤앤파커스,14400,2019년 06월,18162,9.1,"{'10대': 10.0, '20대': 9.0, '30대': 8.0, '40대': 9.0, '50대': 8.0}",240,['#이달의굿즈'],1,20,6
2024,4,자연과학,이기적 유전자 The Selfish Gene,"리처드 도킨스 저/홍영남, 이상임 역",을유문화사,18000,2018년 10월,187302,9.3,"{'10대': 9.0, '20대': 9.0, '30대': 9.0, '40대': 9.0, '50대': 8.0}",632,"['#챗GPT가이드', '#AI', '#미래예측', '#AGI시대']",1,20,6
2024,4,자연과학,다시 인테리어 도면 이해하기,권기태 저,시공문화사(spacetime),16200,2018년 01월,5076,10,{},268,['#식물도감'],1,20,6
2024,4,자연과학,레인보우 맨션,애슐리 반스 저/조용빈 역,쌤앤파커스,22500,2024년 07월,660,9.9,"{'10대': 0.0, '20대': 0.0, '30대': 10.0, '40대': 9.0, '50대': 10.0}",616,"['#물리학 추천도서', '#태도', '#극복']",1,20,6
2024,4,자연과학,당신이 잠든 사이의 뇌과학,라훌 잔디얼 저/조주희 역,웅진지식하우스,16200,2024년 06월,2130,10,{},296,"['#나이듦은노화가아니라변화', '#균형있는삶', '#인간과동물', '#인간의기원']",1,20,6
2024,4,자연과학,똑똑한 식물학 잡학사전,다나카 오사무 저/김수경 역,사람과나무사이,16200,2024년 06월,9240,9.9,"{'10대': 0.0, '20대': 0.0, '30대': 10.0, '40대': 10.0, '50대': 10.0}",218,"['#크레마클럽에있어요', '#과학입문', '#교양과학', '#과학궁금증', '#과학적문제해결']",1,20,6
2024,4,자연과학,개발자를 위한 필수 수학,토머스 닐드 저/박해선 역,한빛미디어,27000,2024년 06월,6333,9.7,"{'10대': 0.0, '20대': 10.0, '30대': 9.0, '40대': 10.0, '50대': 10.0}",352,"['#건강한뇌만들기', '#백세시대필수운동']",1,20,6
2024,4,자연과학,코스모스,칼 에드워드 세이건 저/홍승수 역,사이언스북스,17910,2006년 12월,198753,9.6,"{'10대': 9.0, '20대': 9.0, '30대': 9.0, '40대': 9.0, '50대': 9.0}",719,"['#인문위클리레터에소개된책', '#스테디에는이유가있다', '#과학_물화생지', '#김미경TV에소개된책', '#북클러버의선택']",1,30,6
2024,4,자연과학,[예스리커버] 물고기는 존재하지 않는다,룰루 밀러 저/정지인 역,곰출판,15300,2021년 12월,209022,9,"{'10대': 7.0, '20대': 9.0, '30대': 9.0, '40대': 8.0, '50대': 9.0}",300,"['#대장금_출판사대표추천도서', '#2023경남독서한마당선정도서', '#2022내맘대로올해의책', '#올해의책', '#책나눔위원회추천도서']",1,30,6
2024,4,자연과학,이기적 유전자 The Selfish Gene,"리처드 도킨스 저/홍영남, 이상임 역",을유문화사,18000,2018년 10월,187302,9.3,"{'10대': 9.0, '20대': 9.0, '30대': 9.0, '40대': 9.0, '50대': 8.0}",632,"['#페이커가읽은책', '#인문위클리레터에소개된책', '#tvN비밀독서단추천도서', '#EBS위대한수업', '#스테디에는이유가있다']",1,30,6
2024,4,자연과학,미래는 생성되지 않는다,박주용 저,동아시아,17820,2024년 06월,9129,9.9,"{'10대': 8.0, '20대': 10.0, '30대': 10.0, '40대': 10.0, '50대': 10.0}",340,"['#올해의책', '#재미있는과학', '#과학입문', '#교양과학']",1,30,6
2024,4,자연과학,문과 남자의 과학 공부,유시민 저,돌베개,15750,2023년 06월,330090,9.2,"{'10대': 0.0, '20대': 8.0, '30대': 9.0, '40대': 9.0, '50대': 9.0}",304,"['#월간개발자_추천도서', '#알쓸인잡', '#크레마클럽에있어요', '#뭐읽지', '#과학_물화생지']",1,30,6
2024,4,자연과학,떨림과 울림,김상욱 저,동아시아,13500,2018년 11월,29637,9.3,"{'10대': 10.0, '20대': 9.0, '30대': 8.0, '40대': 9.0, '50대': 9.0}",272,"['#문과도읽을수있는과학', '#쉽게배우는과학', '#재미있는과학']",1,30,6
2024,4,자연과학,과학을 보다 2,"김범준, 김응빈, 지웅배, 정영진 저",알파미디어,17820,2024년 06월,21042,9.8,"{'10대': 0.0, '20대': 0.0, '30대': 9.0, '40대': 10.0, '50대': 9.0}",320,"['#나이듦은노화가아니라변화', '#균형있는삶', '#인간과동물', '#인간의기원']",1,30,6
2024,4,자연과학,호르몬은 어떻게 나를 움직이는가,막스 니우도르프 저/배명자 역,어크로스,19800,2024년 04월,17964,9.6,"{'10대': 0.0, '20대': 0.0, '30대': 0.0, '40대': 9.0, '50대': 10.0}",472,"['#과학입문', '#교양과학', '#크레마클럽에있어요']",1,30,6
2024,4,자연과학,과학을 보다,"김범준, 서균렬, 지웅배, 정영진 저",알파미디어,17820,2023년 11월,46593,9.8,"{'10대': 10.0, '20대': 0.0, '30대': 10.0, '40대': 9.0, '50대': 9.0}",352,"['#인문위클리레터에소개된책', '#문재인대통령이읽은책', '#김영하작가추천', '#책읽어주는나의서재', '#책씨앗2022최고의책']",1,30,6
2024,4,자연과학,다정한 것이 살아남는다,"브라이언 헤어, 버네사 우즈 저/이민아 역/박한선 감수",디플롯,19800,2021년 07월,58728,9.1,"{'10대': 0.0, '20대': 9.0, '30대': 9.0, '40대': 9.0, '50대': 8.0}",396,['#내몸사용설명서'],1,30,6
2024,4,자연과학,생체리듬의 과학,사친 판다 저/김수진 역,세종서적,17100,2020년 01월,1608,9.5,"{'10대': 0.0, '20대': 7.0, '30대': 10.0, '40대': 9.0, '50대': 10.0}",392,['#이달의굿즈'],1,30,6
2024,4,자연과학,레인보우 맨션,애슐리 반스 저/조용빈 역,쌤앤파커스,22500,2024년 07월,660,9.9,"{'10대': 0.0, '20대': 0.0, '30대': 10.0, '40대': 9.0, '50대': 10.0}",616,"['#수면의기술', '#수면건강', '#이달의굿즈']",1,30,6
2024,4,자연과학,당신이 잠든 사이의 뇌과학,라훌 잔디얼 저/조주희 역,웅진지식하우스,16200,2024년 06월,2130,10,{},296,['#이달의굿즈'],1,30,6
2024,4,자연과학,최상의 잠,메이어 크리거 저/이은주 역,소용,20700,2024년 06월,3645,10,"{'10대': 0.0, '20대': 0.0, '30대': 10.0, '40대': 10.0, '50대': 10.0}",440,"['#챗GPT가이드', '#AI', '#미래예측', '#AGI시대']",1,30,6
2024,4,자연과학,똑똑한 식물학 잡학사전,다나카 오사무 저/김수경 역,사람과나무사이,16200,2024년 06월,9240,9.9,"{'10대': 0.0, '20대': 0.0, '30대': 10.0, '40대': 10.0, '50대': 10.0}",218,"['#환경문제', '#기후변화']",1,30,6
2024,4,자연과학,AGI 시대와 인간의 미래,맹성현 저,헤이북스,22320,2024년 06월,11739,10,{},400,"['#과학궁금증', '#과학적문제해결', '#수학의이해', '#창의/사고력수학', '#수학']",1,30,6
2024,4,자연과학,폭염 살인,제프 구델 저/왕수민 역,웅진지식하우스,20700,2024년 06월,23109,9.9,"{'10대': 0.0, '20대': 10.0, '30대': 10.0, '40대': 10.0, '50대': 10.0}",508,"['#자본주의비판', '#사회비판', '#사회의이면']",1,30,6
2024,4,자연과학,수학자의 생각법,마커스 드 사토이 저/김종명 역,북라이프,18900,2024년 05월,16497,9.9,"{'10대': 0.0, '20대': 0.0, '30대': 10.0, '40대': 9.0, '50대': 9.0}",456,"['#ㅁㅁ로읽는역사', '#의학']",1,30,6
2024,4,자연과학,유전자 지배 사회,최정균 저,동아시아,15750,2024년 04월,43464,9.5,"{'10대': 2.0, '20대': 9.0, '30대': 10.0, '40대': 10.0, '50대': 9.0}",276,"['#즐거운화학', '#재미있는과학']",1,30,6
2024,4,자연과학,닥터프렌즈의 오마이갓 세계사,이낙준(한산이가) 저,김영사,18900,2024년 04월,14238,9.9,"{'10대': 0.0, '20대': 10.0, '30대': 10.0, '40대': 10.0, '50대': 8.0}",360,"['#쉽게배우는과학', '#재미있는과학', '#과학궁금증', '#즐거운화학']",1,30,6
2024,4,자연과학,게으른 자를 위한 수상한 화학책,이광렬 저,블랙피쉬,15750,2024년 03월,20370,9.8,"{'10대': 10.0, '20대': 10.0, '30대': 9.0, '40대': 9.0, '50대': 10.0}",284,"['#질병의모든것', '#의학', '#의사']",1,30,6
2024,4,자연과학,재미있고 쓸모있는 화학 이야기,이광렬 저,코리아닷컴(Korea.com),17100,2023년 12월,11802,9.8,"{'10대': 8.0, '20대': 10.0, '30대': 10.0, '40대': 9.0, '50대': 10.0}",392,"['#사회비판', '#비판적으로사고하는법', '#자본주의비판', '#자본주의에서살아남기']",1,30,6
2024,4,자연과학,의학의 대가들,앤드루 램 저/서종민 역,상상스퀘어,22500,2023년 09월,43398,9.7,{},536,"['#올해의책', '#문과도읽을수있는과학', '#예스리커버', '#교양쌓기', '#과학_물화생지']",1,30,6
2024,4,자연과학,세계 끝의 버섯,애나 로웬하웁트 칭 저/노고운 역,현실문화,31500,2023년 08월,8970,8.8,{},544,"['#건강한식사', '#건강하게오래살기', '#건강식', '#장건강']",1,30,6
2024,4,자연과학,Grow 그로우,리즈 레예스 저/사라 보카치니 메도스 그림/조은영 역,FIKAJUNIOR(피카주니어),17820,2023년 06월,4374,10,"{'10대': 0.0, '20대': 0.0, '30대': 10.0, '40대': 10.0, '50대': 10.0}",72,"['#2023우수과학도서선정작', '#대장금_출판사대표추천도서', '#빌게이츠추천', '#과학적탐구', '#교양과학']",1,30,6
2024,4,자연과학,이기적 유전자 The Selfish Gene,"리처드 도킨스 저/홍영남, 이상임 역",을유문화사,18000,2018년 10월,187302,9.3,"{'10대': 9.0, '20대': 9.0, '30대': 9.0, '40대': 9.0, '50대': 8.0}",632,"['#페이커가읽은책', '#인문위클리레터에소개된책', '#tvN비밀독서단추천도서', '#EBS위대한수업', '#스테디에는이유가있다']",1,40,6
2024,4,자연과학,코스모스,칼 에드워드 세이건 저/홍승수 역,사이언스북스,17910,2006년 12월,198753,9.6,"{'10대': 9.0, '20대': 9.0, '30대': 9.0, '40대': 9.0, '50대': 9.0}",719,"['#인문위클리레터에소개된책', '#스테디에는이유가있다', '#과학_물화생지', '#김미경TV에소개된책', '#북클러버의선택']",1,40,6
2024,4,자연과학,미래는 생성되지 않는다,박주용 저,동아시아,17820,2024년 06월,9129,9.9,"{'10대': 8.0, '20대': 10.0, '30대': 10.0, '40대': 10.0, '50대': 10.0}",340,"['#올해의책', '#재미있는과학', '#과학입문', '#교양과학']",1,40,6
2024,4,자연과학,문과 남자의 과학 공부,유시민 저,돌베개,15750,2023년 06월,330090,9.2,"{'10대': 0.0, '20대': 8.0, '30대': 9.0, '40대': 9.0, '50대': 9.0}",304,"['#대장금_출판사대표추천도서', '#2023경남독서한마당선정도서', '#2022내맘대로올해의책', '#올해의책', '#책나눔위원회추천도서']",1,40,6
2024,4,자연과학,[예스리커버] 물고기는 존재하지 않는다,룰루 밀러 저/정지인 역,곰출판,15300,2021년 12월,209022,9,"{'10대': 7.0, '20대': 9.0, '30대': 9.0, '40대': 8.0, '50대': 9.0}",300,"['#과학입문', '#교양과학', '#크레마클럽에있어요']",1,40,6
2024,4,자연과학,과학의 열쇠,"로버트 M. 헤이즌, 제임스 트레필 저/이창희 역",교양인,16200,2015년 03월,3636,9.5,{},448,"['#예스리커버', '#과학_물화생지', '#문과도읽을수있는과학', '#교양쌓기', '#쉽게배우는과학']",1,40,6
2024,4,자연과학,과학을 보다,"김범준, 서균렬, 지웅배, 정영진 저",알파미디어,17820,2023년 11월,46593,9.8,"{'10대': 10.0, '20대': 0.0, '30대': 10.0, '40대': 9.0, '50대': 9.0}",352,"['#올해의책', '#문과도읽을수있는과학', '#예스리커버', '#교양쌓기', '#과학_물화생지']",1,40,6
