Year,Month,Category,Title,Author,Publisher,Price,Publish_Date,Sales_Index,Rating,Age_Scores,Pages,Keywords,Gender,Age,month
2024,1,가정과 살림,전기밥솥 레시피,호시노 나나코 저/이진숙 역,참돌,3960,2022년 11월,8052,9.7,"{'10대': 0.0, '20대': 0.0, '30대': 10.0, '40대': 9.0, '50대': 10.0}",96,['#기간한정특가'],1,50,6
2024,1,가정과 살림,50이면 육아가 끝날 줄 알았다,"로렌스 스타인버그 저/김경일, 이은경 역",저녁달,17820,2024년 02월,15588,9.8,"{'10대': 0.0, '20대': 0.0, '30대': 9.0, '40대': 9.0, '50대': 10.0}",368,['#이달의굿즈'],1,50,6
2024,1,가정과 살림,이은경쌤의 초등어휘일력 365,이은경 저,포레스트북스,16920,2022년 10월,175182,9.8,"{'10대': 0.0, '20대': 10.0, '30대': 10.0, '40대': 9.0, '50대': 10.0}",384,"['#독서교육', '#초등읽기', '#문해력', '#초등어휘', '#어휘력']",1,50,6
2024,1,가정과 살림,그림육아의 힘,김선현 저,쌤앤파커스,16650,2024년 06월,9054,9.9,"{'10대': 0.0, '20대': 0.0, '30대': 10.0, '40대': 10.0, '50대': 10.0}",288,['#맛집레시피'],1,50,6
2024,1,가정과 살림,브랜뉴 샌드위치,시바타쇼텐 편/조수연 역,시그마북스,22500,2024년 06월,1230,10,{},196,"['#건강한식사', '#건강하게오래살기', '#건강식', '#채소의재발견']",1,50,6
2024,1,가정과 살림,매일 만들어 먹고 싶은 디톡스 스무디 & 건강음료,김문정 저,레시피팩토리(단행),17820,2024년 06월,7932,10,"{'10대': 0.0, '20대': 0.0, '30대': 10.0, '40대': 10.0, '50대': 10.0}",184,['#독서지도안'],1,50,6
2024,1,가정과 살림,고교학점제와 진로 코칭,이로울쌤 저,사람in,16650,2024년 06월,6192,10,{},356,"['#부모는처음이라', '#부모와아이가행복한육아', '#부모가된다는것', '#자녀교육']",1,50,6
2024,1,가정과 살림,요즘 초등생을 위한 최소한의 고전수업,김민아 저,청림Life,16200,2024년 06월,10938,10,"{'10대': 0.0, '20대': 0.0, '30대': 10.0, '40대': 10.0, '50대': 9.0}",280,"['#십대', '#사춘기']",1,50,6
2024,1,가정과 살림,아이는 무엇으로 자라는가,버지니아 사티어 저/강유리 역,포레스트북스,15750,2023년 12월,159582,9.4,"{'10대': 0.0, '20대': 8.0, '30대': 9.0, '40대': 9.0, '50대': 9.0}",256,"['#요리초보', '#간편요리', '#자취요리', '#요리/음식']",1,50,6
2024,1,가정과 살림,레꼴케이쿠 컵케이크 & 머핀 북,김다은 저,더테이블,22500,2023년 12월,3306,10,"{'10대': 10.0, '20대': 0.0, '30대': 10.0, '40대': 10.0, '50대': 10.0}",248,"['#부모와아이가행복한육아', '#자녀교육', '#회복탄력성']",1,50,6
