Year,Month,Category,Title,Author,Publisher,Price,Publish_Date,Sales_Index,Rating,Pages,Gender,Age,month,Publish_Month,Page_cat,Price_cat
2024,2,자연과학,생체리듬의 과학,사친 판다 저/김수진 역,세종서적,17100,2020년 01월,1608,9.5,392,1,30,6,1,350-400,15000-17500
2024,2,자연과학,레인보우 맨션,애슐리 반스 저/조용빈 역,쌤앤파커스,22500,2024년 07월,660,9.9,616,1,30,6,7,400+,20000-25000
2024,2,자연과학,당신이 잠든 사이의 뇌과학,라훌 잔디얼 저/조주희 역,웅진지식하우스,16200,2024년 06월,2130,10,296,1,30,6,6,250-300,15000-17500
2024,2,자연과학,최상의 잠,메이어 크리거 저/이은주 역,소용,20700,2024년 06월,3645,10,440,1,30,6,6,400+,20000-25000
2024,2,자연과학,똑똑한 식물학 잡학사전,다나카 오사무 저/김수경 역,사람과나무사이,16200,2024년 06월,9240,9.9,218,1,30,6,6,200-250,15000-17500
2024,2,자연과학,AGI 시대와 인간의 미래,맹성현 저,헤이북스,22320,2024년 06월,11739,10,400,1,30,6,6,350-400,20000-25000
2024,2,자연과학,폭염 살인,제프 구델 저/왕수민 역,웅진지식하우스,20700,2024년 06월,23109,9.9,508,1,30,6,6,400+,20000-25000
2024,2,자연과학,수학자의 생각법,마커스 드 사토이 저/김종명 역,북라이프,18900,2024년 05월,16497,9.9,456,1,30,6,5,400+,17500-20000
2024,2,자연과학,유전자 지배 사회,최정균 저,동아시아,15750,2024년 04월,43464,9.5,276,1,30,6,4,250-300,15000-17500
2024,2,자연과학,닥터프렌즈의 오마이갓 세계사,이낙준(한산이가) 저,김영사,18900,2024년 04월,14238,9.9,360,1,30,6,4,350-400,17500-20000
2024,2,자연과학,게으른 자를 위한 수상한 화학책,이광렬 저,블랙피쉬,15750,2024년 03월,20370,9.8,284,1,30,6,3,250-300,15000-17500
2024,2,자연과학,재미있고 쓸모있는 화학 이야기,이광렬 저,코리아닷컴(Korea.com),17100,2023년 12월,11802,9.8,392,1,30,6,12,350-400,15000-17500
2024,2,자연과학,의학의 대가들,앤드루 램 저/서종민 역,상상스퀘어,22500,2023년 09월,43398,9.7,536,1,30,6,9,400+,20000-25000
2024,2,자연과학,세계 끝의 버섯,애나 로웬하웁트 칭 저/노고운 역,현실문화,31500,2023년 08월,8970,8.8,544,1,30,6,8,400+,25000+
2024,2,자연과학,Grow 그로우,리즈 레예스 저/사라 보카치니 메도스 그림/조은영 역,FIKAJUNIOR(피카주니어),17820,2023년 06월,4374,10,72,1,30,6,6,0-200,17500-20000
2024,2,자연과학,이기적 유전자 The Selfish Gene,리처드 도킨스 저/홍영남. 이상임 역,을유문화사,18000,2018년 10월,187302,9.3,632,1,40,6,10,400+,17500-20000
2024,2,자연과학,코스모스,칼 에드워드 세이건 저/홍승수 역,사이언스북스,17910,2006년 12월,198753,9.6,719,1,40,6,12,400+,17500-20000
2024,2,자연과학,미래는 생성되지 않는다,박주용 저,동아시아,17820,2024년 06월,9129,9.9,340,1,40,6,6,300-350,17500-20000
2024,2,자연과학,문과 남자의 과학 공부,유시민 저,돌베개,15750,2023년 06월,330090,9.2,304,1,40,6,6,300-350,15000-17500
2024,2,자연과학,[예스리커버] 물고기는 존재하지 않는다,룰루 밀러 저/정지인 역,곰출판,15300,2021년 12월,209022,9,300,1,40,6,12,250-300,15000-17500
2024,2,자연과학,과학의 열쇠,로버트 M. 헤이즌. 제임스 트레필 저/이창희 역,교양인,16200,2015년 03월,3636,9.5,448,1,40,6,3,400+,15000-17500
2024,2,자연과학,과학을 보다,김범준. 서균렬. 지웅배. 정영진 저,알파미디어,17820,2023년 11월,46593,9.8,352,1,40,6,11,350-400,17500-20000
2024,2,자연과학,[예스리커버] 정재승의 과학콘서트,정재승 저,어크로스,15120,2020년 07월,25515,9.6,388,1,40,6,7,350-400,15000-17500
2024,2,자연과학,[예스리커버] 하늘과 바람과 별과 인간,김상욱 저,바다출판사,16020,2023년 05월,137361,9.3,404,1,40,6,5,400+,15000-17500
2024,2,자연과학,과학을 보다 2,김범준. 김응빈. 지웅배. 정영진 저,알파미디어,17820,2024년 06월,21042,9.8,320,1,40,6,6,300-350,17500-20000
2024,2,자연과학,유전자 지배 사회,최정균 저,동아시아,15750,2024년 04월,43464,9.5,276,1,40,6,4,250-300,15000-17500
2024,2,자연과학,게으른 자를 위한 수상한 화학책,이광렬 저,블랙피쉬,15750,2024년 03월,20370,9.8,284,1,40,6,3,250-300,15000-17500
2024,2,자연과학,알고 보니 다 화학이었어,누노 마울리데. 탄야 트락슬러 저/이덕임 역,북라이프,15120,2024년 06월,2574,9.8,216,1,40,6,6,200-250,15000-17500
2024,2,자연과학,큐리어스,리처드 도킨스 외 25인 저이한음 역,페이지2북스,17820,2024년 05월,8577,9.8,360,1,40,6,5,350-400,17500-20000
2024,2,자연과학,수학비타민 플러스UP,박경미 저,김영사,15750,2021년 08월,16785,9.8,444,1,40,6,8,400+,15000-17500
2024,2,자연과학,침팬지 폴리틱스,프란스 드 발 글/장대익. 황상익 역,바다출판사,16200,2018년 03월,67359,9.6,344,1,40,6,3,300-350,15000-17500
2024,2,자연과학,청소년을 위한 코스모스,에마뉘엘 보두엥. 카트린 에벙 보두엥 저/홍은주 역/임태훈 감수,생각의길,13500,2016년 07월,13746,8.7,272,1,40,6,7,250-300,10000-15000
2024,2,자연과학,위험한 과학책,랜들 먼로 저/이지연 역/이명현 감수,시공사,19800,2015년 04월,24150,9.2,411,1,40,6,4,400+,17500-20000
2024,2,자연과학,현대 물리학과 동양사상,프리초프 카프라 저/김용정. 이성범 역,범양사,29000,2006년 12월,12786,9.4,458,1,40,6,12,400+,25000+
2024,2,자연과학,이토록 재밌는 수상한 과학책,호르헤 챔. 대니얼 화이트슨 저/김종명 역,알에이치코리아(RHK),19800,2024년 06월,1020,9.3,368,1,40,6,6,350-400,17500-20000
2024,2,자연과학,레인보우 맨션,애슐리 반스 저/조용빈 역,쌤앤파커스,22500,2024년 07월,660,9.9,616,1,40,6,7,400+,20000-25000
2024,2,자연과학,수학 겉핥기,김일희 저,종이향기,28500,2024년 06월,6498,7.3,276,1,40,6,6,250-300,25000+
2024,2,자연과학,현대 물리학과 동양사상,프리초프 카프라 저/김용정. 이성범 역,범양사,29000,2006년 12월,12786,9.4,458,1,50,6,12,400+,25000+
2024,2,자연과학,유전자 지배 사회,최정균 저,동아시아,15750,2024년 04월,43464,9.5,276,1,50,6,4,250-300,15000-17500
2024,2,자연과학,문과 남자의 과학 공부,유시민 저,돌베개,15750,2023년 06월,330090,9.2,304,1,50,6,6,300-350,15000-17500
2024,2,자연과학,[예스리커버] 물고기는 존재하지 않는다,룰루 밀러 저/정지인 역,곰출판,15300,2021년 12월,209022,9,300,1,50,6,12,250-300,15000-17500
2024,2,자연과학,당신이 잠든 사이의 뇌과학,라훌 잔디얼 저/조주희 역,웅진지식하우스,16200,2024년 06월,2130,10,296,1,50,6,6,250-300,15000-17500
2024,2,자연과학,경외심,대커 켈트너 저/이한나 역,위즈덤하우스,20700,2024년 06월,3258,10,448,1,50,6,6,400+,20000-25000
2024,2,자연과학,알고 보니 다 화학이었어,누노 마울리데. 탄야 트락슬러 저/이덕임 역,북라이프,15120,2024년 06월,2574,9.8,216,1,50,6,6,200-250,15000-17500
2024,2,자연과학,폭염 살인,제프 구델 저/왕수민 역,웅진지식하우스,20700,2024년 06월,23109,9.9,508,1,50,6,6,400+,20000-25000
2024,2,자연과학,[예스리커버] 유현준의 인문 건축 기행,유현준 저,을유문화사,17550,2023년 05월,103446,9.5,492,1,50,6,5,400+,17500-20000
2024,2,자연과학,10대의 뇌,프랜시스 젠슨. 에이미 엘리스 넛 저 / 김성훈 역,웅진지식하우스,16200,2019년 01월,4512,9.1,360,1,50,6,1,350-400,15000-17500
2024,2,자연과학,이기적 유전자 The Selfish Gene,리처드 도킨스 저/홍영남. 이상임 역,을유문화사,18000,2018년 10월,187302,9.3,632,1,50,6,10,400+,17500-20000
2024,2,자연과학,최상의 잠,메이어 크리거 저/이은주 역,소용,20700,2024년 06월,3645,10,440,1,50,6,6,400+,20000-25000
2024,2,자연과학,미래는 생성되지 않는다,박주용 저,동아시아,17820,2024년 06월,9129,9.9,340,1,50,6,6,300-350,17500-20000
2024,2,자연과학,우리는 왜 죽는가,벤키 라마크리슈난 저/강병철 역,김영사,19800,2024년 05월,6558,9.9,432,1,50,6,5,400+,17500-20000
2024,2,자연과학,호르몬은 어떻게 나를 움직이는가,막스 니우도르프 저/배명자 역,어크로스,19800,2024년 04월,17964,9.6,472,1,50,6,4,400+,17500-20000
2024,2,자연과학,나 없이는 존재하지 않는 세상,카를로 로벨리 저/김정훈 역/이중원 감수,쌤앤파커스,16200,2023년 12월,40545,9.4,256,1,50,6,12,250-300,15000-17500
2024,2,자연과학,과학을 보다,김범준. 서균렬. 지웅배. 정영진 저,알파미디어,17820,2023년 11월,46593,9.8,352,1,50,6,11,350-400,17500-20000
2024,2,자연과학,의학의 대가들,앤드루 램 저/서종민 역,상상스퀘어,22500,2023년 09월,43398,9.7,536,1,50,6,9,400+,20000-25000
2024,2,자연과학,거의 모든 것의 역사,빌 브라이슨 저/이덕환 역,까치(까치글방),22500,2020년 04월,15948,9.5,592,1,50,6,4,400+,20000-25000
2024,2,자연과학,바디 : 우리 몸 안내서,빌 브라이슨 저/이한음 역,까치(까치글방),20700,2020년 01월,18210,9.6,576,1,50,6,1,400+,20000-25000
2024,2,자연과학,똑똑한 식물학 잡학사전,다나카 오사무 저/김수경 역,사람과나무사이,16200,2024년 06월,9240,9.9,218,1,60,6,6,200-250,15000-17500
2024,2,자연과학,의학의 대가들,앤드루 램 저/서종민 역,상상스퀘어,22500,2023년 09월,43398,9.7,536,1,60,6,9,400+,20000-25000
2024,2,자연과학,화학자 홍 교수의 식물 탐구 생활 : 나무,홍영식 저,황소걸음,17100,2024년 06월,1146,9.4,264,1,60,6,6,250-300,15000-17500
2024,2,자연과학,화학자 홍 교수의 식물 탐구 생활 : 풀꽃,홍영식 저,황소걸음,19800,2024년 06월,1002,9.5,318,1,60,6,6,300-350,17500-20000
2024,2,자연과학,블루 머신,헬렌 체르스키 저/김주희 역/남성현 감수,쌤앤파커스,19800,2024년 05월,3711,9.9,476,1,60,6,5,400+,17500-20000
2024,2,자연과학,유전자 지배 사회,최정균 저,동아시아,15750,2024년 04월,43464,9.8,276,1,60,6,4,250-300,15000-17500
2024,2,자연과학,나는 천국을 보았다 : 10만 부 기념 뉴에디션,이븐 알렉산더 저/고미라 역,김영사,13320,2024년 01월,2730,9.6,296,1,60,6,1,250-300,10000-15000
2024,2,자연과학,위대한 파리,에리카 맥앨리스터 저/이동훈 역,마리앤미,21600,2023년 11월,438,10,384,1,60,6,11,350-400,20000-25000
2024,2,자연과학,자연에 이름 붙이기,캐럴 계숙 윤 저/정지인 역,윌북(willbook),19800,2023년 10월,15726,10,440,1,60,6,10,400+,17500-20000
2024,2,자연과학,재미있는 별자리 여행,이태형 저,김영사,20700,2023년 09월,5082,10,502,1,60,6,9,400+,20000-25000
2024,2,자연과학,별자리 지도,심재철. 김현정 저,현암사,8550,2023년 07월,6924,10,28,1,60,6,7,0-200,0-10000
2024,2,자연과학,맛의 원리,최낙언 저,예문당,33300,2022년 11월,1974,9.9,466,1,60,6,11,400+,25000+
2024,2,자연과학,꽃은 어떻게 세상을 바꾸었을까?,윌리엄 C. 버거 저/채수문 역,바이북스,18000,2022년 06월,1650,9,391,1,60,6,6,350-400,17500-20000
2024,2,자연과학,[예스리커버] 물고기는 존재하지 않는다,룰루 밀러 저/정지인 역,곰출판,15300,2021년 12월,209022,9,300,0,10,6,12,250-300,15000-17500
2024,2,자연과학,코스모스,칼 에드워드 세이건 저/홍승수 역,사이언스북스,17910,2006년 12월,198753,9.6,719,0,10,6,12,400+,17500-20000
2024,2,자연과학,유전자 지배 사회,최정균 저,동아시아,15750,2024년 04월,43464,9.5,276,0,10,6,4,250-300,15000-17500
2024,2,자연과학,경외심,대커 켈트너 저/이한나 역,위즈덤하우스,20700,2024년 06월,3258,10,448,0,10,6,6,400+,20000-25000
2024,2,자연과학,똑똑한 식물학 잡학사전,다나카 오사무 저/김수경 역,사람과나무사이,16200,2024년 06월,9240,9.9,218,0,10,6,6,200-250,15000-17500
2024,2,자연과학,개발자를 위한 필수 수학,토머스 닐드 저/박해선 역,한빛미디어,27000,2024년 06월,6333,9.7,352,0,10,6,6,350-400,25000+
2024,2,자연과학,상상하는 공학 진화하는 인간,KAIST 기계공학과 저,해냄,17820,2024년 05월,4191,9.8,316,0,10,6,5,300-350,17500-20000
2024,2,자연과학,김범준의 물리 장난감,김범준 저,이김,17820,2024년 05월,7233,9.8,288,0,10,6,5,250-300,17500-20000
2024,2,자연과학,세상을 바꾼 사물의 과학 2,최원석 저,궁리출판,12600,2023년 09월,144,9.8,200,0,10,6,9,0-200,10000-15000
2024,2,자연과학,한 번 읽으면 절대 잊을 수 없는 화학 교과서,사마키 다케오 저/곽범신 역,시그마북스,15300,2023년 09월,4512,9.2,268,0,10,6,9,250-300,15000-17500
2024,2,자연과학,문과 남자의 과학 공부,유시민 저,돌베개,15750,2023년 06월,330090,10,304,0,10,6,6,300-350,15000-17500
2024,2,자연과학,나노화학,장홍제 저,휴머니스트,18000,2023년 06월,4428,10,328,0,10,6,6,300-350,17500-20000
2024,2,자연과학,우주탐사의 물리학,윤복원 저,동아시아,22500,2023년 03월,2142,8.8,484,0,10,6,3,400+,20000-25000
2024,2,자연과학,괴테의 식물변형론,요한 볼프강 폰 괴테 저/이선 역,이유출판,21600,2023년 03월,726,9,168,0,10,6,3,0-200,20000-25000
2024,2,자연과학,박문호 박사의 빅히스토리 공부,박문호 저,김영사,22500,2022년 06월,19209,9.7,284,0,10,6,6,250-300,20000-25000
2024,2,자연과학,처음 읽는 2차전지 이야기,시라이시 다쿠 저/이인호 역/한치환 감수,플루토,15300,2021년 10월,6132,9.5,324,0,10,6,10,300-350,15000-17500
2024,2,자연과학,쓸모없는 것들이 우리를 구할 거야,김준 저,웅진지식하우스,13320,2021년 06월,846,9.6,216,0,10,6,6,200-250,10000-15000
2024,2,자연과학,해조류 바다숲과 기후변화 - 해조가 답이다.,정익교 저,부산대학교출판부(PNU Press),8000,2021년 04월,390,6,116,0,10,6,4,0-200,0-10000
2024,2,자연과학,누구나 쉽게 따라하는 친환경농법,주정현 저,메이킹북스,20700,2021년 02월,420,9.6,344,0,10,6,2,300-350,20000-25000
2024,2,자연과학,[예스리커버] 물고기는 존재하지 않는다,룰루 밀러 저/정지인 역,곰출판,15300,2021년 12월,209022,9,300,0,20,6,12,250-300,15000-17500
2024,2,자연과학,프리드버그 선형대수학,스티븐 H. 프리드버그. 아놀드 J. 인셀. 로렌스 E. 스펜스 저/한빛수학교재연구소 역/심형보 감수,한빛아카데미,35000,2020년 06월,9186,9.8,616,0,20,6,6,400+,25000+
2024,2,자연과학,코스모스,칼 에드워드 세이건 저/홍승수 역,사이언스북스,17910,2006년 12월,198753,9.6,719,0,20,6,12,400+,17500-20000
2024,2,자연과학,현대 물리학과 동양사상,프리초프 카프라 저/김용정. 이성범 역,범양사,29000,2006년 12월,12786,9.4,458,0,20,6,12,400+,25000+
2024,2,자연과학,2024 에듀윌 건설안전기사 필기 7개년 기출문제집,김충민. 김민수 편저,에듀윌,27900,2023년 08월,23199,9.8,692,0,20,6,8,400+,25000+
2024,2,자연과학,이기적 유전자 The Selfish Gene,리처드 도킨스 저/홍영남. 이상임 역,을유문화사,18000,2018년 10월,187302,9.3,632,0,20,6,10,400+,17500-20000
2024,2,자연과학,개발자를 위한 필수 수학,토머스 닐드 저/박해선 역,한빛미디어,27000,2024년 06월,6333,9.7,352,0,20,6,6,350-400,25000+
2024,2,자연과학,태어난 김에 물리 공부,커트 베이커 저/고호관 역,윌북(willbook),17820,2024년 06월,8253,9.3,192,0,20,6,6,0-200,17500-20000
2024,2,자연과학,읽지 못하는 사람들,매슈 루버리 저/장혜인 역,더퀘스트,19800,2024년 05월,11172,9.8,408,0,20,6,5,400+,17500-20000
2024,2,자연과학,양자컴퓨터의 미래,미치오 카쿠 저/박병철 역,김영사,22320,2023년 12월,12786,9.8,436,0,20,6,12,400+,20000-25000
2024,2,자연과학,[예스리커버] 유현준의 인문 건축 기행,유현준 저,을유문화사,17550,2023년 05월,103446,9.5,492,0,20,6,5,400+,17500-20000
2024,2,자연과학,인간과 환경,강신규 저,북스힐,18000,2022년 09월,2358,10,413,0,20,6,9,400+,17500-20000
2024,2,자연과학,우리는 왜 잠을 자야 할까,매슈 워커 저/이한음 역,열린책들,20700,2019년 02월,20940,9.3,512,0,20,6,2,400+,20000-25000
2024,2,자연과학,경외심,대커 켈트너 저/이한나 역,위즈덤하우스,20700,2024년 06월,3258,10,448,0,20,6,6,400+,20000-25000
2024,2,자연과학,이기적 유전자 The Selfish Gene,리처드 도킨스 저/홍영남. 이상임 역,을유문화사,18000,2018년 10월,187302,9.3,632,0,30,6,10,400+,17500-20000
2024,2,자연과학,코스모스,칼 에드워드 세이건 저/홍승수 역,사이언스북스,17910,2006년 12월,198753,9.6,719,0,30,6,12,400+,17500-20000
2024,2,자연과학,현대 물리학과 동양사상,프리초프 카프라 저/김용정. 이성범 역,범양사,29000,2006년 12월,12786,9.4,458,0,30,6,12,400+,25000+
2024,2,자연과학,[예스리커버] 물고기는 존재하지 않는다,룰루 밀러 저/정지인 역,곰출판,15300,2021년 12월,209022,9,300,0,30,6,12,250-300,15000-17500
2024,2,자연과학,미래는 생성되지 않는다,박주용 저,동아시아,17820,2024년 06월,9129,9.9,340,0,30,6,6,300-350,17500-20000
2024,2,자연과학,과학을 보다 2,김범준. 김응빈. 지웅배. 정영진 저,알파미디어,17820,2024년 06월,21042,9.8,320,0,30,6,6,300-350,17500-20000
2024,2,자연과학,문과 남자의 과학 공부,유시민 저,돌베개,15750,2023년 06월,330090,9.2,304,0,30,6,6,300-350,15000-17500
2024,2,자연과학,경외심,대커 켈트너 저/이한나 역,위즈덤하우스,20700,2024년 06월,3258,10,448,0,30,6,6,400+,20000-25000
2024,2,자연과학,수학 겉핥기,김일희 저,종이향기,28500,2024년 06월,6498,7.3,276,0,30,6,6,250-300,25000+
2024,2,자연과학,NEWTON HIGHLIGHT 양자론의 세계,뉴턴프레스 저,(주)아이뉴턴,19800,2024년 05월,2628,9.9,176,0,30,6,5,0-200,17500-20000
2024,2,자연과학,고래는 물에서 숨 쉬지 않는다,앤디 돕슨 저/정미진 역,포레스트북스,19800,2024년 05월,15222,9.8,392,0,30,6,5,350-400,17500-20000
2024,2,자연과학,2024 에듀윌 건설안전기사 필기 7개년 기출문제집,김충민. 김민수 편저,에듀윌,27900,2023년 08월,23199,9.5,692,0,30,6,8,400+,25000+
2024,2,자연과학,[예스리커버] 유현준의 인문 건축 기행,유현준 저,을유문화사,17550,2023년 05월,103446,9.4,492,0,30,6,5,400+,17500-20000
2024,2,자연과학,자동차 인터페이스 디자인,박수레 저,책만,15120,2022년 05월,2250,9.2,352,0,30,6,5,350-400,15000-17500
2024,2,자연과학,호흡의 기술,제임스 네스터 저/승영조 역,북트리거,17550,2021년 02월,14127,9.4,412,0,30,6,2,400+,17500-20000
2024,2,자연과학,수학의 쓸모,닉 폴슨. 제임스 스콧 저/노태복 역,더퀘스트,19800,2020년 04월,27156,9,384,0,30,6,4,350-400,17500-20000
2024,2,자연과학,사슴벌레 도감,김은중. 황정호. 안승락 저,자연과생태,16200,2019년 10월,894,9.2,236,0,30,6,10,200-250,15000-17500
2024,2,자연과학,[예스리커버] 물고기는 존재하지 않는다,룰루 밀러 저/정지인 역,곰출판,15300,2021년 12월,209022,9,300,0,40,6,12,250-300,15000-17500
2024,2,자연과학,이기적 유전자 The Selfish Gene,리처드 도킨스 저/홍영남. 이상임 역,을유문화사,18000,2018년 10월,187302,9.3,632,0,40,6,10,400+,17500-20000
2024,2,자연과학,코스모스,칼 에드워드 세이건 저/홍승수 역,사이언스북스,17910,2006년 12월,198753,9.6,719,0,40,6,12,400+,17500-20000
2024,2,자연과학,과학을 보다,김범준. 서균렬. 지웅배. 정영진 저,알파미디어,17820,2023년 11월,46593,9.8,352,0,40,6,11,350-400,17500-20000
2024,2,자연과학,과학을 보다 2,김범준. 김응빈. 지웅배. 정영진 저,알파미디어,17820,2024년 06월,21042,9.8,320,0,40,6,6,300-350,17500-20000
2024,2,자연과학,현대 물리학과 동양사상,프리초프 카프라 저/김용정. 이성범 역,범양사,29000,2006년 12월,12786,9.4,458,0,40,6,12,400+,25000+
2024,2,자연과학,수학자의 생각법,마커스 드 사토이 저/김종명 역,북라이프,18900,2024년 05월,16497,9.9,456,0,40,6,5,400+,17500-20000
2024,2,자연과학,문과 남자의 과학 공부,유시민 저,돌베개,15750,2023년 06월,330090,9.2,304,0,40,6,6,300-350,15000-17500
2024,2,자연과학,미래는 생성되지 않는다,박주용 저,동아시아,17820,2024년 06월,9129,9.9,340,0,40,6,6,300-350,17500-20000
2024,2,자연과학,똑똑한 식물학 잡학사전,다나카 오사무 저/김수경 역,사람과나무사이,16200,2024년 06월,9240,9.9,218,0,40,6,6,200-250,15000-17500
2024,2,자연과학,태어난 김에 물리 공부,커트 베이커 저/고호관 역,윌북(willbook),17820,2024년 06월,8253,9.3,192,0,40,6,6,0-200,17500-20000
2024,2,자연과학,폭염 살인,제프 구델 저/왕수민 역,웅진지식하우스,20700,2024년 06월,23109,9.9,508,0,40,6,6,400+,20000-25000
2024,2,자연과학,운동의 뇌과학,제니퍼 헤이스 저/이영래 역,현대지성,16200,2023년 08월,37569,9.8,336,0,40,6,8,300-350,15000-17500
2024,2,자연과학,침팬지 폴리틱스,프란스 드 발 글/장대익. 황상익 역,바다출판사,16200,2018년 03월,67359,9.6,344,0,40,6,3,300-350,15000-17500
2024,2,자연과학,랩걸 Lab Girl,호프 자런 저/신혜우 그림/김희정 역,알마,18000,2017년 02월,10302,9.2,412,0,40,6,2,400+,17500-20000
2024,2,자연과학,자동차 자율주행 기술 교과서,이정원 저,보누스,17550,2024년 07월,360,10,192,0,40,6,7,0-200,17500-20000
2024,2,자연과학,경외심,대커 켈트너 저/이한나 역,위즈덤하우스,20700,2024년 06월,3258,10,448,0,40,6,6,400+,20000-25000
2024,2,자연과학,알고 보니 다 화학이었어,누노 마울리데. 탄야 트락슬러 저/이덕임 역,북라이프,15120,2024년 06월,2574,9.8,216,0,40,6,6,200-250,15000-17500
2024,2,자연과학,최상의 잠,메이어 크리거 저/이은주 역,소용,20700,2024년 06월,3645,10,440,0,40,6,6,400+,20000-25000
2024,2,자연과학,AGI 시대와 인간의 미래,맹성현 저,헤이북스,22320,2024년 06월,11739,10,400,0,40,6,6,350-400,20000-25000
2024,2,자연과학,우리 마음엔 무적의 여름이 숨어 있다,바스 카스트 저/유영미 역,갈매나무,17100,2024년 06월,1782,9.9,296,0,40,6,6,250-300,15000-17500
2024,2,자연과학,이기적 유전자 The Selfish Gene,리처드 도킨스 저/홍영남. 이상임 역,을유문화사,18000,2018년 10월,187302,9.3,632,0,50,6,10,400+,17500-20000
2024,2,자연과학,현대 물리학과 동양사상,프리초프 카프라 저/김용정. 이성범 역,범양사,29000,2006년 12월,12786,9.4,458,0,50,6,12,400+,25000+
2024,2,자연과학,유전자 지배 사회,최정균 저,동아시아,15750,2024년 04월,43464,9.5,276,0,50,6,4,250-300,15000-17500
2024,2,자연과학,폭염 살인,제프 구델 저/왕수민 역,웅진지식하우스,20700,2024년 06월,23109,9.9,508,0,50,6,6,400+,20000-25000
2024,2,자연과학,당신이 잠든 사이의 뇌과학,라훌 잔디얼 저/조주희 역,웅진지식하우스,16200,2024년 06월,2130,10,296,0,50,6,6,250-300,15000-17500
2024,2,자연과학,인간이 되다,루이스 다트넬 저/이충호 역,흐름출판,23400,2024년 07월,1452,10,440,0,50,6,7,400+,20000-25000
2024,2,자연과학,미래는 생성되지 않는다,박주용 저,동아시아,17820,2024년 06월,9129,9.9,340,0,50,6,6,300-350,17500-20000
2024,2,자연과학,우리 마음엔 무적의 여름이 숨어 있다,바스 카스트 저/유영미 역,갈매나무,17100,2024년 06월,1782,9.9,296,0,50,6,6,250-300,15000-17500
2024,2,자연과학,수학자의 생각법,마커스 드 사토이 저/김종명 역,북라이프,18900,2024년 05월,16497,9.9,456,0,50,6,5,400+,17500-20000
2024,2,자연과학,문과 남자의 과학 공부,유시민 저,돌베개,15750,2023년 06월,330090,9.2,304,0,50,6,6,300-350,15000-17500
2024,2,자연과학,10대의 뇌,프랜시스 젠슨. 에이미 엘리스 넛 저 / 김성훈 역,웅진지식하우스,16200,2019년 01월,4512,9.1,360,0,50,6,1,350-400,15000-17500
2024,2,자연과학,코스모스,칼 에드워드 세이건 저/홍승수 역,사이언스북스,17910,2006년 12월,198753,9.6,719,0,50,6,12,400+,17500-20000
2024,2,자연과학,이토록 재밌는 수상한 과학책,호르헤 챔. 대니얼 화이트슨 저/김종명 역,알에이치코리아(RHK),19800,2024년 06월,1020,9.3,368,0,50,6,6,350-400,17500-20000
2024,2,자연과학,경외심,대커 켈트너 저/이한나 역,위즈덤하우스,20700,2024년 06월,3258,10,448,0,50,6,6,400+,20000-25000
2024,2,자연과학,우주에서는 서두를 필요가 없다,마욜린 판 헤임스트라 저/양미래 역,돌베개,15750,2024년 06월,1380,9.7,256,0,50,6,6,250-300,15000-17500
2024,2,자연과학,인류세 책,줄리아 애드니 토머스. 마크 윌리엄스. 얀 잘라시에비치 저/박범순. 김용진 역,이음,22500,2024년 05월,804,9.8,352,0,50,6,5,350-400,20000-25000
2024,2,자연과학,협력의 진화 (40주년 특별 기념판),로버트 액설로드 저/이경식 역,시스테마,22500,2024년 05월,2748,9.8,308,0,50,6,5,300-350,20000-25000
2024,2,자연과학,상상하는 공학 진화하는 인간,KAIST 기계공학과 저,해냄,17820,2024년 05월,4191,9.7,316,0,50,6,5,300-350,17500-20000
2024,2,자연과학,아직도 악어와 악어새 이야기를 믿어?,이하늬 저,스테이블,14850,2024년 05월,23805,9.3,184,0,50,6,5,0-200,10000-15000
2024,2,자연과학,의학의 대가들,앤드루 램 저/서종민 역,상상스퀘어,22500,2023년 09월,43398,9.5,536,0,50,6,9,400+,20000-25000
2024,2,자연과학,이기적 유전자 The Selfish Gene,리처드 도킨스 저/홍영남. 이상임 역,을유문화사,18000,2018년 10월,187302,9.3,632,0,60,6,10,400+,17500-20000
2024,2,자연과학,문과 남자의 과학 공부,유시민 저,돌베개,15750,2023년 06월,330090,9.2,304,0,60,6,6,300-350,15000-17500
2024,2,자연과학,코스모스,칼 에드워드 세이건 저/홍승수 역,사이언스북스,17910,2006년 12월,198753,9.6,719,0,60,6,12,400+,17500-20000
2024,2,자연과학,[예스리커버] 물고기는 존재하지 않는다,룰루 밀러 저/정지인 역,곰출판,15300,2021년 12월,209022,9,300,0,60,6,12,250-300,15000-17500
2024,2,자연과학,다정한 것이 살아남는다,브라이언 헤어. 버네사 우즈 저/이민아 역/박한선 감수,디플롯,19800,2021년 07월,58728,9.1,396,0,60,6,7,350-400,17500-20000
2024,2,자연과학,당신이 잠든 사이의 뇌과학,라훌 잔디얼 저/조주희 역,웅진지식하우스,16200,2024년 06월,2130,10,296,0,60,6,6,250-300,15000-17500
2024,2,자연과학,나라는 착각,그레고리 번스 저/홍우진 역,흐름출판,19800,2024년 03월,15858,8.8,360,0,60,6,3,350-400,17500-20000
2024,2,자연과학,박문호 박사의 빅히스토리 공부,박문호 저,김영사,22500,2022년 06월,19209,8.8,284,0,60,6,6,250-300,20000-25000
2024,2,자연과학,종의 기원,찰스 로버트 다윈 저/장대익 역/최재천. 강호정. 김성한 기획 외 3명 정보 더 보기/감추기,사이언스북스,19800,2019년 07월,33504,8.9,656,0,60,6,7,400+,17500-20000
