행정구역,연도,월,성별,연령대,인구수
경상북도,2024,5,남,전체,1207289
경상북도,2024,5,남,10대,113344
경상북도,2024,5,남,20대,138849
경상북도,2024,5,남,30대,139866
경상북도,2024,5,남,40대,181455
경상북도,2024,5,남,50대,229279
경상북도,2024,5,남,60대 이상,404496
경상북도,2024,5,여,전체,1184329
경상북도,2024,5,여,10대,103152
경상북도,2024,5,여,20대,103091
경상북도,2024,5,여,30대,116724
경상북도,2024,5,여,40대,167488
경상북도,2024,5,여,50대,213536
경상북도,2024,5,여,60대 이상,480338
경상북도,2024,6,전체,전체,2391278
경상북도,2024,6,전체,10대,216512
경상북도,2024,6,전체,20대,241306
경상북도,2024,6,전체,30대,256471
경상북도,2024,6,전체,40대,348091
경상북도,2024,6,전체,50대,442597
경상북도,2024,6,전체,60대 이상,886301
경상북도,2024,6,남,전체,1207293
경상북도,2024,6,남,10대,113308
경상북도,2024,6,남,20대,138515
경상북도,2024,6,남,30대,139901
경상북도,2024,6,남,40대,181000
경상북도,2024,6,남,50대,229154
경상북도,2024,6,남,60대 이상,405415
경상북도,2024,6,여,전체,1183985
경상북도,2024,6,여,10대,103204
경상북도,2024,6,여,20대,102791
경상북도,2024,6,여,30대,116570
경상북도,2024,6,여,40대,167091
경상북도,2024,6,여,50대,213443
경상북도,2024,6,여,60대 이상,480886
경상남도,2024,1,전체,전체,3028482
경상남도,2024,1,전체,10대,315547
경상남도,2024,1,전체,20대,320865
경상남도,2024,1,전체,30대,347865
경상남도,2024,1,전체,40대,501173
경상남도,2024,1,전체,50대,581192
경상남도,2024,1,전체,60대 이상,961840
경상남도,2024,1,남,전체,1521879
경상남도,2024,1,남,10대,163726
경상남도,2024,1,남,20대,180286
경상남도,2024,1,남,30대,184107
경상남도,2024,1,남,40대,257295
경상남도,2024,1,남,50대,296511
경상남도,2024,1,남,60대 이상,439954
경상남도,2024,1,여,전체,1506603
경상남도,2024,1,여,10대,151821
경상남도,2024,1,여,20대,140579
경상남도,2024,1,여,30대,163758
경상남도,2024,1,여,40대,243878
경상남도,2024,1,여,50대,284681
경상남도,2024,1,여,60대 이상,521886
경상남도,2024,2,전체,전체,3025848
경상남도,2024,2,전체,10대,314855
경상남도,2024,2,전체,20대,318254
경상남도,2024,2,전체,30대,346010
경상남도,2024,2,전체,40대,500191
경상남도,2024,2,전체,50대,581988
경상남도,2024,2,전체,60대 이상,964550
경상남도,2024,2,남,전체,1520839
경상남도,2024,2,남,10대,163535
경상남도,2024,2,남,20대,178881
경상남도,2024,2,남,30대,183362
경상남도,2024,2,남,40대,256856
경상남도,2024,2,남,50대,296919
경상남도,2024,2,남,60대 이상,441286
경상남도,2024,2,여,전체,1505009
경상남도,2024,2,여,10대,151320
경상남도,2024,2,여,20대,139373
경상남도,2024,2,여,30대,162648
경상남도,2024,2,여,40대,243335
경상남도,2024,2,여,50대,285069
경상남도,2024,2,여,60대 이상,523264
경상남도,2024,3,전체,전체,3024587
경상남도,2024,3,전체,10대,314167
경상남도,2024,3,전체,20대,316272
경상남도,2024,3,전체,30대,345954
경상남도,2024,3,전체,40대,498526
경상남도,2024,3,전체,50대,581395
경상남도,2024,3,전체,60대 이상,968273
경상남도,2024,3,남,전체,1520344
경상남도,2024,3,남,10대,163233
경상남도,2024,3,남,20대,177934
경상남도,2024,3,남,30대,183368
경상남도,2024,3,남,40대,256035
경상남도,2024,3,남,50대,296556
경상남도,2024,3,남,60대 이상,443218
경상남도,2024,3,여,전체,1504243
경상남도,2024,3,여,10대,150934
경상남도,2024,3,여,20대,138338
경상남도,2024,3,여,30대,162586
경상남도,2024,3,여,40대,242491
경상남도,2024,3,여,50대,284839
경상남도,2024,3,여,60대 이상,525055
경상남도,2024,4,전체,전체,3024089
경상남도,2024,4,전체,10대,314147
경상남도,2024,4,전체,20대,314641
경상남도,2024,4,전체,30대,345878
경상남도,2024,4,전체,40대,496798
경상남도,2024,4,전체,50대,581477
경상남도,2024,4,전체,60대 이상,971148
경상남도,2024,4,남,전체,1520191
경상남도,2024,4,남,10대,163183
경상남도,2024,4,남,20대,177126
경상남도,2024,4,남,30대,183370
경상남도,2024,4,남,40대,255168
경상남도,2024,4,남,50대,296634
경상남도,2024,4,남,60대 이상,444710
경상남도,2024,4,여,전체,1503898
경상남도,2024,4,여,10대,150964
경상남도,2024,4,여,20대,137515
경상남도,2024,4,여,30대,162508
경상남도,2024,4,여,40대,241630
경상남도,2024,4,여,50대,284843
경상남도,2024,4,여,60대 이상,526438
경상남도,2024,5,전체,전체,3023425
경상남도,2024,5,전체,10대,314126
경상남도,2024,5,전체,20대,313209
경상남도,2024,5,전체,30대,345939
경상남도,2024,5,전체,40대,495320
경상남도,2024,5,전체,50대,581291
경상남도,2024,5,전체,60대 이상,973540
경상남도,2024,5,남,전체,1519950
경상남도,2024,5,남,10대,163169
경상남도,2024,5,남,20대,176358
경상남도,2024,5,남,30대,183478
경상남도,2024,5,남,40대,254351
경상남도,2024,5,남,50대,296648
경상남도,2024,5,남,60대 이상,445946
경상남도,2024,5,여,전체,1503475
경상남도,2024,5,여,10대,150957
경상남도,2024,5,여,20대,136851
경상남도,2024,5,여,30대,162461
경상남도,2024,5,여,40대,240969
경상남도,2024,5,여,50대,284643
경상남도,2024,5,여,60대 이상,527594
경상남도,2024,6,전체,전체,3023857
경상남도,2024,6,전체,10대,314180
경상남도,2024,6,전체,20대,312212
경상남도,2024,6,전체,30대,346056
경상남도,2024,6,전체,40대,494319
경상남도,2024,6,전체,50대,581650
경상남도,2024,6,전체,60대 이상,975440
경상남도,2024,6,남,전체,1520324
경상남도,2024,6,남,10대,163145
경상남도,2024,6,남,20대,175814
경상남도,2024,6,남,30대,183634
경상남도,2024,6,남,40대,253804
경상남도,2024,6,남,50대,296913
경상남도,2024,6,남,60대 이상,447014
경상남도,2024,6,여,전체,1503533
경상남도,2024,6,여,10대,151035
경상남도,2024,6,여,20대,136398
경상남도,2024,6,여,30대,162422
경상남도,2024,6,여,40대,240515
경상남도,2024,6,여,50대,284737
경상남도,2024,6,여,60대 이상,528426
제주특별자치도,2024,1,전체,전체,619771
제주특별자치도,2024,1,전체,10대,70317
제주특별자치도,2024,1,전체,20대,73450
제주특별자치도,2024,1,전체,30대,77519
제주특별자치도,2024,1,전체,40대,107636
제주특별자치도,2024,1,전체,50대,117652
제주특별자치도,2024,1,전체,60대 이상,173197
제주특별자치도,2024,1,남,전체,309528
제주특별자치도,2024,1,남,10대,36388
제주특별자치도,2024,1,남,20대,39166
제주특별자치도,2024,1,남,30대,39217
제주특별자치도,2024,1,남,40대,54737
제주특별자치도,2024,1,남,50대,60783
제주특별자치도,2024,1,남,60대 이상,79237
제주특별자치도,2024,1,여,전체,310243
제주특별자치도,2024,1,여,10대,33929
제주특별자치도,2024,1,여,20대,34284
제주특별자치도,2024,1,여,30대,38302
제주특별자치도,2024,1,여,40대,52899
제주특별자치도,2024,1,여,50대,56869
제주특별자치도,2024,1,여,60대 이상,93960
제주특별자치도,2024,2,전체,전체,619394
제주특별자치도,2024,2,전체,10대,70177
제주특별자치도,2024,2,전체,20대,72801
제주특별자치도,2024,2,전체,30대,77357
제주특별자치도,2024,2,전체,40대,107485
제주특별자치도,2024,2,전체,50대,117902
제주특별자치도,2024,2,전체,60대 이상,173672
제주특별자치도,2024,2,남,전체,309365
제주특별자치도,2024,2,남,10대,36336
제주특별자치도,2024,2,남,20대,38797
제주특별자치도,2024,2,남,30대,39193
제주특별자치도,2024,2,남,40대,54626
제주특별자치도,2024,2,남,50대,60905
제주특별자치도,2024,2,남,60대 이상,79508
제주특별자치도,2024,2,여,전체,310029
제주특별자치도,2024,2,여,10대,33841
제주특별자치도,2024,2,여,20대,34004
제주특별자치도,2024,2,여,30대,38164
제주특별자치도,2024,2,여,40대,52859
제주특별자치도,2024,2,여,50대,56997
제주특별자치도,2024,2,여,60대 이상,94164
제주특별자치도,2024,3,전체,전체,619165
제주특별자치도,2024,3,전체,10대,70043
제주특별자치도,2024,3,전체,20대,72416
제주특별자치도,2024,3,전체,30대,77325
제주특별자치도,2024,3,전체,40대,107232
제주특별자치도,2024,3,전체,50대,118023
제주특별자치도,2024,3,전체,60대 이상,174126
제주특별자치도,2024,3,남,전체,309158
제주특별자치도,2024,3,남,10대,36268
제주특별자치도,2024,3,남,20대,38554
제주특별자치도,2024,3,남,30대,39156
제주특별자치도,2024,3,남,40대,54452
제주특별자치도,2024,3,남,50대,60990
제주특별자치도,2024,3,남,60대 이상,79738
제주특별자치도,2024,3,여,전체,310007
제주특별자치도,2024,3,여,10대,33775
제주특별자치도,2024,3,여,20대,33862
제주특별자치도,2024,3,여,30대,38169
제주특별자치도,2024,3,여,40대,52780
제주특별자치도,2024,3,여,50대,57033
제주특별자치도,2024,3,여,60대 이상,94388
제주특별자치도,2024,4,전체,전체,619151
제주특별자치도,2024,4,전체,10대,70033
제주특별자치도,2024,4,전체,20대,72116
제주특별자치도,2024,4,전체,30대,77336
제주특별자치도,2024,4,전체,40대,106659
제주특별자치도,2024,4,전체,50대,118460
제주특별자치도,2024,4,전체,60대 이상,174547
제주특별자치도,2024,4,남,전체,309168
제주특별자치도,2024,4,남,10대,36246
제주특별자치도,2024,4,남,20대,38377
제주특별자치도,2024,4,남,30대,39198
제주특별자치도,2024,4,남,40대,54135
제주특별자치도,2024,4,남,50대,61233
제주특별자치도,2024,4,남,60대 이상,79979
제주특별자치도,2024,4,여,전체,309983
제주특별자치도,2024,4,여,10대,33787
제주특별자치도,2024,4,여,20대,33739
제주특별자치도,2024,4,여,30대,38138
제주특별자치도,2024,4,여,40대,52524
제주특별자치도,2024,4,여,50대,57227
제주특별자치도,2024,4,여,60대 이상,94568
제주특별자치도,2024,5,전체,전체,619202
제주특별자치도,2024,5,전체,10대,70022
제주특별자치도,2024,5,전체,20대,71757
제주특별자치도,2024,5,전체,30대,77463
제주특별자치도,2024,5,전체,40대,106358
제주특별자치도,2024,5,전체,50대,118569
제주특별자치도,2024,5,전체,60대 이상,175033
제주특별자치도,2024,5,남,전체,309246
제주특별자치도,2024,5,남,10대,36234
제주특별자치도,2024,5,남,20대,38243
제주특별자치도,2024,5,남,30대,39298
제주특별자치도,2024,5,남,40대,53951
제주특별자치도,2024,5,남,50대,61260
제주특별자치도,2024,5,남,60대 이상,80260
제주특별자치도,2024,5,여,전체,309956
제주특별자치도,2024,5,여,10대,33788
제주특별자치도,2024,5,여,20대,33514
제주특별자치도,2024,5,여,30대,38165
제주특별자치도,2024,5,여,40대,52407
제주특별자치도,2024,5,여,50대,57309
제주특별자치도,2024,5,여,60대 이상,94773
제주특별자치도,2024,6,전체,전체,619148
제주특별자치도,2024,6,전체,10대,70038
제주특별자치도,2024,6,전체,20대,71489
제주특별자치도,2024,6,전체,30대,77455
제주특별자치도,2024,6,전체,40대,105961
제주특별자치도,2024,6,전체,50대,118703
제주특별자치도,2024,6,전체,60대 이상,175502
제주특별자치도,2024,6,남,전체,309263
제주특별자치도,2024,6,남,10대,36234
제주특별자치도,2024,6,남,20대,38122
제주특별자치도,2024,6,남,30대,39294
제주특별자치도,2024,6,남,40대,53776
제주특별자치도,2024,6,남,50대,61323
제주특별자치도,2024,6,남,60대 이상,80514
제주특별자치도,2024,6,여,전체,309885
제주특별자치도,2024,6,여,10대,33804
제주특별자치도,2024,6,여,20대,33367
제주특별자치도,2024,6,여,30대,38161
제주특별자치도,2024,6,여,40대,52185
제주특별자치도,2024,6,여,50대,57380
제주특별자치도,2024,6,여,60대 이상,94988
