행정구역,연도,월,성별,연령대,인구수
전국,2024,1,전체,전체,47769183
전국,2024,1,전체,10대,4641317
전국,2024,1,전체,20대,6157572
전국,2024,1,전체,30대,6539251
전국,2024,1,전체,40대,7858190
전국,2024,1,전체,50대,8647623
전국,2024,1,전체,60대 이상,13925230
전국,2024,1,남,전체,23731033
전국,2024,1,남,10대,2387873
전국,2024,1,남,20대,3214660
전국,2024,1,남,30대,3401321
전국,2024,1,남,40대,3990850
전국,2024,1,남,50대,4355915
전국,2024,1,남,60대 이상,6380414
전국,2024,1,여,전체,24038150
전국,2024,1,여,10대,2253444
전국,2024,1,여,20대,2942912
전국,2024,1,여,30대,3137930
전국,2024,1,여,40대,3867340
전국,2024,1,여,50대,4291708
전국,2024,1,여,60대 이상,7544816
전국,2024,2,전체,전체,47777097
전국,2024,2,전체,10대,4637840
전국,2024,2,전체,20대,6132110
전국,2024,2,전체,30대,6521286
전국,2024,2,전체,40대,7857191
전국,2024,2,전체,50대,8656279
전국,2024,2,전체,60대 이상,13972391
전국,2024,2,남,전체,23734867
전국,2024,2,남,10대,2385899
전국,2024,2,남,20대,3200343
전국,2024,2,남,30대,3393419
전국,2024,2,남,40대,3991691
전국,2024,2,남,50대,4359590
전국,2024,2,남,60대 이상,6403925
전국,2024,2,여,전체,24042230
전국,2024,2,여,10대,2251941
전국,2024,2,여,20대,2931767
전국,2024,2,여,30대,3127867
전국,2024,2,여,40대,3865500
전국,2024,2,여,50대,4296689
전국,2024,2,여,60대 이상,7568466
전국,2024,3,전체,전체,47787106
전국,2024,3,전체,10대,4631266
전국,2024,3,전체,20대,6114398
전국,2024,3,전체,30대,6534610
전국,2024,3,전체,40대,7827625
전국,2024,3,전체,50대,8653376
전국,2024,3,전체,60대 이상,14025831
전국,2024,3,남,전체,23739456
전국,2024,3,남,10대,2382365
전국,2024,3,남,20대,3190615
전국,2024,3,남,30대,3401390
전국,2024,3,남,40대,3977107
전국,2024,3,남,50대,4358234
전국,2024,3,남,60대 이상,6429745
전국,2024,3,여,전체,24047650
전국,2024,3,여,10대,2248901
전국,2024,3,여,20대,2923783
전국,2024,3,여,30대,3133220
전국,2024,3,여,40대,3850518
전국,2024,3,여,50대,4295142
전국,2024,3,여,60대 이상,7596086
전국,2024,4,전체,전체,47796172
전국,2024,4,전체,10대,4628620
전국,2024,4,전체,20대,6094918
전국,2024,4,전체,30대,6546276
전국,2024,4,전체,40대,7797986
전국,2024,4,전체,50대,8662269
전국,2024,4,전체,60대 이상,14066103
전국,2024,4,남,전체,23743590
전국,2024,4,남,10대,2380836
전국,2024,4,남,20대,3179701
전국,2024,4,남,30대,3408489
전국,2024,4,남,40대,3961756
전국,2024,4,남,50대,4363213
전국,2024,4,남,60대 이상,6449595
전국,2024,4,여,전체,24052582
전국,2024,4,여,10대,2247784
전국,2024,4,여,20대,2915217
전국,2024,4,여,30대,3137787
전국,2024,4,여,40대,3836230
전국,2024,4,여,50대,4299056
전국,2024,4,여,60대 이상,7616508
전국,2024,5,전체,전체,47803724
전국,2024,5,전체,10대,4626249
전국,2024,5,전체,20대,6074874
전국,2024,5,전체,30대,6557541
전국,2024,5,전체,40대,7777875
전국,2024,5,전체,50대,8662367
전국,2024,5,전체,60대 이상,14104818
전국,2024,5,남,전체,23746541
전국,2024,5,남,10대,2379304
전국,2024,5,남,20대,3168389
전국,2024,5,남,30대,3415167
전국,2024,5,남,40대,3951482
전국,2024,5,남,50대,4363589
전국,2024,5,남,60대 이상,6468610
전국,2024,5,여,전체,24057183
전국,2024,5,여,10대,2246945
전국,2024,5,여,20대,2906485
전국,2024,5,여,30대,3142374
전국,2024,5,여,40대,3826393
전국,2024,5,여,50대,4298778
전국,2024,5,여,60대 이상,7636208
전국,2024,6,전체,전체,47813908
전국,2024,6,전체,10대,4625065
전국,2024,6,전체,20대,6056745
전국,2024,6,전체,30대,6565708
전국,2024,6,전체,40대,7762386
전국,2024,6,전체,50대,8666398
전국,2024,6,전체,60대 이상,14137606
전국,2024,6,남,전체,23751049
전국,2024,6,남,10대,2378612
전국,2024,6,남,20대,3158090
전국,2024,6,남,30대,3420069
전국,2024,6,남,40대,3943255
전국,2024,6,남,50대,4366100
전국,2024,6,남,60대 이상,6484923
전국,2024,6,여,전체,24062859
전국,2024,6,여,10대,2246453
전국,2024,6,여,20대,2898655
전국,2024,6,여,30대,3145639
전국,2024,6,여,40대,3819131
전국,2024,6,여,50대,4300298
전국,2024,6,여,60대 이상,7652683
서울특별시,2024,1,전체,전체,8802754
서울특별시,2024,1,전체,10대,730047
서울특별시,2024,1,전체,20대,1346933
서울특별시,2024,1,전체,30대,1418471
서울특별시,2024,1,전체,40대,1404422
서울특별시,2024,1,전체,50대,1478356
서울특별시,2024,1,전체,60대 이상,2424525
서울특별시,2024,1,남,전체,4239815
서울특별시,2024,1,남,10대,373765
서울특별시,2024,1,남,20대,638498
서울특별시,2024,1,남,30대,709533
서울특별시,2024,1,남,40대,694471
서울특별시,2024,1,남,50대,725215
서울특별시,2024,1,남,60대 이상,1098333
서울특별시,2024,1,여,전체,4562939
서울특별시,2024,1,여,10대,356282
서울특별시,2024,1,여,20대,708435
서울특별시,2024,1,여,30대,708938
서울특별시,2024,1,여,40대,709951
서울특별시,2024,1,여,50대,753141
서울특별시,2024,1,여,60대 이상,1326192
서울특별시,2024,2,전체,전체,8808005
서울특별시,2024,2,전체,10대,731355
서울특별시,2024,2,전체,20대,1345518
서울특별시,2024,2,전체,30대,1414862
서울특별시,2024,2,전체,40대,1405251
서울특별시,2024,2,전체,50대,1479003
서울특별시,2024,2,전체,60대 이상,2432016
서울특별시,2024,2,남,전체,4241271
서울특별시,2024,2,남,10대,373972
서울특별시,2024,2,남,20대,637461
서울특별시,2024,2,남,30대,707558
서울특별시,2024,2,남,40대,694982
서울특별시,2024,2,남,50대,725624
서울특별시,2024,2,남,60대 이상,1101674
서울특별시,2024,2,여,전체,4566734
서울특별시,2024,2,여,10대,357383
서울특별시,2024,2,여,20대,708057
서울특별시,2024,2,여,30대,707304
서울특별시,2024,2,여,40대,710269
서울특별시,2024,2,여,50대,753379
서울특별시,2024,2,여,60대 이상,1330342
서울특별시,2024,3,전체,전체,8809458
서울특별시,2024,3,전체,10대,731004
서울특별시,2024,3,전체,20대,1343922
서울특별시,2024,3,전체,30대,1418327
서울특별시,2024,3,전체,40대,1399117
서울특별시,2024,3,전체,50대,1477886
서울특별시,2024,3,전체,60대 이상,2439202
서울특별시,2024,3,남,전체,4240957
서울특별시,2024,3,남,10대,373560
서울특별시,2024,3,남,20대,635968
서울특별시,2024,3,남,30대,709417
서울특별시,2024,3,남,40대,691941
서울특별시,2024,3,남,50대,725227
서울특별시,2024,3,남,60대 이상,1104844
서울특별시,2024,3,여,전체,4568501
서울특별시,2024,3,여,10대,357444
서울특별시,2024,3,여,20대,707954
서울특별시,2024,3,여,30대,708910
서울특별시,2024,3,여,40대,707176
서울특별시,2024,3,여,50대,752659
서울특별시,2024,3,여,60대 이상,1334358
서울특별시,2024,4,전체,전체,8805943
서울특별시,2024,4,전체,10대,729141
서울특별시,2024,4,전체,20대,1340571
서울특별시,2024,4,전체,30대,1420990
서울특별시,2024,4,전체,40대,1393505
서울특별시,2024,4,전체,50대,1478050
서울특별시,2024,4,전체,60대 이상,2443686
서울특별시,2024,4,남,전체,4238563
서울특별시,2024,4,남,10대,372594
서울특별시,2024,4,남,20대,633968
서울특별시,2024,4,남,30대,710802
서울특별시,2024,4,남,40대,689124
서울특별시,2024,4,남,50대,725305
서울특별시,2024,4,남,60대 이상,1106770
서울특별시,2024,4,여,전체,4567380
서울특별시,2024,4,여,10대,356547
서울특별시,2024,4,여,20대,706603
서울특별시,2024,4,여,30대,710188
서울특별시,2024,4,여,40대,704381
서울특별시,2024,4,여,50대,752745
서울특별시,2024,4,여,60대 이상,1336916
서울특별시,2024,5,전체,전체,8801756
서울특별시,2024,5,전체,10대,727396
서울특별시,2024,5,전체,20대,1335946
서울특별시,2024,5,전체,30대,1423611
서울특별시,2024,5,전체,40대,1389540
서울특별시,2024,5,전체,50대,1476807
서울특별시,2024,5,전체,60대 이상,2448456
서울특별시,2024,5,남,전체,4235796
서울특별시,2024,5,남,10대,371731
서울특별시,2024,5,남,20대,631271
서울특별시,2024,5,남,30대,712058
서울특별시,2024,5,남,40대,687012
서울특별시,2024,5,남,50대,724867
서울특별시,2024,5,남,60대 이상,1108857
서울특별시,2024,5,여,전체,4565960
서울특별시,2024,5,여,10대,355665
서울특별시,2024,5,여,20대,704675
서울특별시,2024,5,여,30대,711553
서울특별시,2024,5,여,40대,702528
서울특별시,2024,5,여,50대,751940
서울특별시,2024,5,여,60대 이상,1339599
서울특별시,2024,6,전체,전체,8798415
서울특별시,2024,6,전체,10대,725793
서울특별시,2024,6,전체,20대,1331319
서울특별시,2024,6,전체,30대,1425700
서울특별시,2024,6,전체,40대,1386171
서울특별시,2024,6,전체,50대,1476764
서울특별시,2024,6,전체,60대 이상,2452668
서울특별시,2024,6,남,전체,4233699
서울특별시,2024,6,남,10대,371018
서울특별시,2024,6,남,20대,628666
서울특별시,2024,6,남,30대,713080
서울특별시,2024,6,남,40대,685148
서울특별시,2024,6,남,50대,725076
서울특별시,2024,6,남,60대 이상,1110711
서울특별시,2024,6,여,전체,4564716
서울특별시,2024,6,여,10대,354775
서울특별시,2024,6,여,20대,702653
서울특별시,2024,6,여,30대,712620
서울특별시,2024,6,여,40대,701023
서울특별시,2024,6,여,50대,751688
서울특별시,2024,6,여,60대 이상,1341957
부산광역시,2024,1,전체,전체,3083901
부산광역시,2024,1,전체,10대,263087
부산광역시,2024,1,전체,20대,374593
부산광역시,2024,1,전체,30대,388359
부산광역시,2024,1,전체,40대,480515
부산광역시,2024,1,전체,50대,538492
부산광역시,2024,1,전체,60대 이상,1038855
부산광역시,2024,1,남,전체,1497202
부산광역시,2024,1,남,10대,134936
부산광역시,2024,1,남,20대,192214
부산광역시,2024,1,남,30대,199865
부산광역시,2024,1,남,40대,242491
부산광역시,2024,1,남,50대,262704
부산광역시,2024,1,남,60대 이상,464992
부산광역시,2024,1,여,전체,1586699
부산광역시,2024,1,여,10대,128151
부산광역시,2024,1,여,20대,182379
부산광역시,2024,1,여,30대,188494
부산광역시,2024,1,여,40대,238024
부산광역시,2024,1,여,50대,275788
부산광역시,2024,1,여,60대 이상,573863
부산광역시,2024,2,전체,전체,3083495
부산광역시,2024,2,전체,10대,263249
부산광역시,2024,2,전체,20대,373226
부산광역시,2024,2,전체,30대,387022
부산광역시,2024,2,전체,40대,480118
부산광역시,2024,2,전체,50대,538545
부산광역시,2024,2,전체,60대 이상,1041335
부산광역시,2024,2,남,전체,1496901
부산광역시,2024,2,남,10대,134900
부산광역시,2024,2,남,20대,191474
부산광역시,2024,2,남,30대,199312
부산광역시,2024,2,남,40대,242363
부산광역시,2024,2,남,50대,262728
부산광역시,2024,2,남,60대 이상,466124
부산광역시,2024,2,여,전체,1586594
부산광역시,2024,2,여,10대,128349
부산광역시,2024,2,여,20대,181752
부산광역시,2024,2,여,30대,187710
부산광역시,2024,2,여,40대,237755
부산광역시,2024,2,여,50대,275817
부산광역시,2024,2,여,60대 이상,575211
부산광역시,2024,3,전체,전체,3082553
부산광역시,2024,3,전체,10대,262928
부산광역시,2024,3,전체,20대,371703
부산광역시,2024,3,전체,30대,387518
부산광역시,2024,3,전체,40대,478374
부산광역시,2024,3,전체,50대,537557
부산광역시,2024,3,전체,60대 이상,1044473
부산광역시,2024,3,남,전체,1496363
부산광역시,2024,3,남,10대,134729
부산광역시,2024,3,남,20대,190738
부산광역시,2024,3,남,30대,199578
부산광역시,2024,3,남,40대,241482
부산광역시,2024,3,남,50대,262360
부산광역시,2024,3,남,60대 이상,467476
부산광역시,2024,3,여,전체,1586190
부산광역시,2024,3,여,10대,128199
부산광역시,2024,3,여,20대,180965
부산광역시,2024,3,여,30대,187940
부산광역시,2024,3,여,40대,236892
부산광역시,2024,3,여,50대,275197
부산광역시,2024,3,여,60대 이상,576997
부산광역시,2024,4,전체,전체,3081314
부산광역시,2024,4,전체,10대,262759
부산광역시,2024,4,전체,20대,370035
부산광역시,2024,4,전체,30대,387985
부산광역시,2024,4,전체,40대,476768
부산광역시,2024,4,전체,50대,537178
부산광역시,2024,4,전체,60대 이상,1046589
부산광역시,2024,4,남,전체,1495511
부산광역시,2024,4,남,10대,134688
부산광역시,2024,4,남,20대,189741
부산광역시,2024,4,남,30대,199792
부산광역시,2024,4,남,40대,240777
부산광역시,2024,4,남,50대,262230
부산광역시,2024,4,남,60대 이상,468283
부산광역시,2024,4,여,전체,1585803
부산광역시,2024,4,여,10대,128071
부산광역시,2024,4,여,20대,180294
부산광역시,2024,4,여,30대,188193
부산광역시,2024,4,여,40대,235991
부산광역시,2024,4,여,50대,274948
부산광역시,2024,4,여,60대 이상,578306
부산광역시,2024,5,전체,전체,3080275
부산광역시,2024,5,전체,10대,262633
부산광역시,2024,5,전체,20대,368603
부산광역시,2024,5,전체,30대,388363
부산광역시,2024,5,전체,40대,475566
부산광역시,2024,5,전체,50대,536546
부산광역시,2024,5,전체,60대 이상,1048564
부산광역시,2024,5,남,전체,1494931
부산광역시,2024,5,남,10대,134646
부산광역시,2024,5,남,20대,188888
부산광역시,2024,5,남,30대,200118
부산광역시,2024,5,남,40대,240149
부산광역시,2024,5,남,50대,262041
부산광역시,2024,5,남,60대 이상,469089
부산광역시,2024,5,여,전체,1585344
부산광역시,2024,5,여,10대,127987
부산광역시,2024,5,여,20대,179715
부산광역시,2024,5,여,30대,188245
부산광역시,2024,5,여,40대,235417
부산광역시,2024,5,여,50대,274505
부산광역시,2024,5,여,60대 이상,579475
부산광역시,2024,6,전체,전체,3079358
부산광역시,2024,6,전체,10대,262584
부산광역시,2024,6,전체,20대,367203
부산광역시,2024,6,전체,30대,388453
부산광역시,2024,6,전체,40대,474520
부산광역시,2024,6,전체,50대,536404
부산광역시,2024,6,전체,60대 이상,1050194
부산광역시,2024,6,남,전체,1494320
부산광역시,2024,6,남,10대,134640
부산광역시,2024,6,남,20대,188217
부산광역시,2024,6,남,30대,200096
부산광역시,2024,6,남,40대,239564
부산광역시,2024,6,남,50대,262076
부산광역시,2024,6,남,60대 이상,469727
부산광역시,2024,6,여,전체,1585038
부산광역시,2024,6,여,10대,127944
부산광역시,2024,6,여,20대,178986
부산광역시,2024,6,여,30대,188357
부산광역시,2024,6,여,40대,234956
부산광역시,2024,6,여,50대,274328
부산광역시,2024,6,여,60대 이상,580467
대구광역시,2024,1,전체,전체,2215973
대구광역시,2024,1,전체,10대,213716
대구광역시,2024,1,전체,20대,280492
대구광역시,2024,1,전체,30대,278729
대구광역시,2024,1,전체,40대,353457
대구광역시,2024,1,전체,50대,418555
대구광역시,2024,1,전체,60대 이상,671024
대구광역시,2024,1,남,전체,1084397
대구광역시,2024,1,남,10대,110285
대구광역시,2024,1,남,20대,147806
대구광역시,2024,1,남,30대,148362
대구광역시,2024,1,남,40대,174826
대구광역시,2024,1,남,50대,203913
대구광역시,2024,1,남,60대 이상,299205
대구광역시,2024,1,여,전체,1131576
대구광역시,2024,1,여,10대,103431
대구광역시,2024,1,여,20대,132686
대구광역시,2024,1,여,30대,130367
대구광역시,2024,1,여,40대,178631
대구광역시,2024,1,여,50대,214642
대구광역시,2024,1,여,60대 이상,371819
대구광역시,2024,2,전체,전체,2214826
대구광역시,2024,2,전체,10대,213305
대구광역시,2024,2,전체,20대,278623
대구광역시,2024,2,전체,30대,278416
대구광역시,2024,2,전체,40대,352829
대구광역시,2024,2,전체,50대,418481
대구광역시,2024,2,전체,60대 이상,673172
대구광역시,2024,2,남,전체,1083696
대구광역시,2024,2,남,10대,109988
대구광역시,2024,2,남,20대,146854
대구광역시,2024,2,남,30대,148276
대구광역시,2024,2,남,40대,174559
대구광역시,2024,2,남,50대,203836
대구광역시,2024,2,남,60대 이상,300183
대구광역시,2024,2,여,전체,1131130
대구광역시,2024,2,여,10대,103317
대구광역시,2024,2,여,20대,131769
대구광역시,2024,2,여,30대,130140
대구광역시,2024,2,여,40대,178270
대구광역시,2024,2,여,50대,214645
대구광역시,2024,2,여,60대 이상,372989
대구광역시,2024,3,전체,전체,2213636
대구광역시,2024,3,전체,10대,212640
대구광역시,2024,3,전체,20대,277129
대구광역시,2024,3,전체,30대,278829
대구광역시,2024,3,전체,40대,351370
대구광역시,2024,3,전체,50대,417714
대구광역시,2024,3,전체,60대 이상,675954
대구광역시,2024,3,남,전체,1082991
대구광역시,2024,3,남,10대,109550
대구광역시,2024,3,남,20대,146084
대구광역시,2024,3,남,30대,148528
대구광역시,2024,3,남,40대,173947
대구광역시,2024,3,남,50대,203480
대구광역시,2024,3,남,60대 이상,301402
대구광역시,2024,3,여,전체,1130645
대구광역시,2024,3,여,10대,103090
대구광역시,2024,3,여,20대,131045
대구광역시,2024,3,여,30대,130301
대구광역시,2024,3,여,40대,177423
대구광역시,2024,3,여,50대,214234
대구광역시,2024,3,여,60대 이상,374552
대구광역시,2024,4,전체,전체,2213135
대구광역시,2024,4,전체,10대,212526
대구광역시,2024,4,전체,20대,275760
대구광역시,2024,4,전체,30대,279440
대구광역시,2024,4,전체,40대,349932
대구광역시,2024,4,전체,50대,417577
대구광역시,2024,4,전체,60대 이상,677900
대구광역시,2024,4,남,전체,1082450
대구광역시,2024,4,남,10대,109441
대구광역시,2024,4,남,20대,145242
대구광역시,2024,4,남,30대,148917
대구광역시,2024,4,남,40대,173254
대구광역시,2024,4,남,50대,203398
대구광역시,2024,4,남,60대 이상,302198
대구광역시,2024,4,여,전체,1130685
대구광역시,2024,4,여,10대,103085
대구광역시,2024,4,여,20대,130518
대구광역시,2024,4,여,30대,130523
대구광역시,2024,4,여,40대,176678
대구광역시,2024,4,여,50대,214179
대구광역시,2024,4,여,60대 이상,375702
대구광역시,2024,5,전체,전체,2212998
대구광역시,2024,5,전체,10대,212487
대구광역시,2024,5,전체,20대,274705
대구광역시,2024,5,전체,30대,279742
대구광역시,2024,5,전체,40대,348869
대구광역시,2024,5,전체,50대,417226
대구광역시,2024,5,전체,60대 이상,679969
대구광역시,2024,5,남,전체,1082269
대구광역시,2024,5,남,10대,109382
대구광역시,2024,5,남,20대,144570
대구광역시,2024,5,남,30대,149129
대구광역시,2024,5,남,40대,172779
대구광역시,2024,5,남,50대,203243
대구광역시,2024,5,남,60대 이상,303166
대구광역시,2024,5,여,전체,1130729
대구광역시,2024,5,여,10대,103105
대구광역시,2024,5,여,20대,130135
대구광역시,2024,5,여,30대,130613
대구광역시,2024,5,여,40대,176090
대구광역시,2024,5,여,50대,213983
대구광역시,2024,5,여,60대 이상,376803
대구광역시,2024,6,전체,전체,2213148
대구광역시,2024,6,전체,10대,212510
대구광역시,2024,6,전체,20대,273645
대구광역시,2024,6,전체,30대,280231
대구광역시,2024,6,전체,40대,348071
대구광역시,2024,6,전체,50대,417151
대구광역시,2024,6,전체,60대 이상,681540
대구광역시,2024,6,남,전체,1082295
대구광역시,2024,6,남,10대,109409
대구광역시,2024,6,남,20대,143956
대구광역시,2024,6,남,30대,149476
대구광역시,2024,6,남,40대,172394
대구광역시,2024,6,남,50대,203199
대구광역시,2024,6,남,60대 이상,303861
대구광역시,2024,6,여,전체,1130853
대구광역시,2024,6,여,10대,103101
대구광역시,2024,6,여,20대,129689
대구광역시,2024,6,여,30대,130755
대구광역시,2024,6,여,40대,175677
대구광역시,2024,6,여,50대,213952
대구광역시,2024,6,여,60대 이상,377679
인천광역시,2024,1,전체,전체,2783455
인천광역시,2024,1,전체,10대,271751
인천광역시,2024,1,전체,20대,361916
인천광역시,2024,1,전체,30대,411170
인천광역시,2024,1,전체,40대,477438
인천광역시,2024,1,전체,50대,512971
인천광역시,2024,1,전체,60대 이상,748209
인천광역시,2024,1,남,전체,1387891
인천광역시,2024,1,남,10대,139411
인천광역시,2024,1,남,20대,187568
인천광역시,2024,1,남,30대,214124
인천광역시,2024,1,남,40대,245023
인천광역시,2024,1,남,50대,254975
인천광역시,2024,1,남,60대 이상,346790
인천광역시,2024,1,여,전체,1395564
인천광역시,2024,1,여,10대,132340
인천광역시,2024,1,여,20대,174348
인천광역시,2024,1,여,30대,197046
인천광역시,2024,1,여,40대,232415
인천광역시,2024,1,여,50대,257996
인천광역시,2024,1,여,60대 이상,401419
인천광역시,2024,2,전체,전체,2786646
인천광역시,2024,2,전체,10대,271775
인천광역시,2024,2,전체,20대,360557
인천광역시,2024,2,전체,30대,411056
인천광역시,2024,2,전체,40대,478220
인천광역시,2024,2,전체,50대,513277
인천광역시,2024,2,전체,60대 이상,751761
인천광역시,2024,2,남,전체,1389322
인천광역시,2024,2,남,10대,139415
인천광역시,2024,2,남,20대,186696
인천광역시,2024,2,남,30대,214093
인천광역시,2024,2,남,40대,245570
인천광역시,2024,2,남,50대,255118
인천광역시,2024,2,남,60대 이상,348430
인천광역시,2024,2,여,전체,1397324
인천광역시,2024,2,여,10대,132360
인천광역시,2024,2,여,20대,173861
인천광역시,2024,2,여,30대,196963
인천광역시,2024,2,여,40대,232650
인천광역시,2024,2,여,50대,258159
인천광역시,2024,2,여,60대 이상,403331
인천광역시,2024,3,전체,전체,2790249
인천광역시,2024,3,전체,10대,271528
인천광역시,2024,3,전체,20대,359824
인천광역시,2024,3,전체,30대,412896
인천광역시,2024,3,전체,40대,476947
인천광역시,2024,3,전체,50대,513284
인천광역시,2024,3,전체,60대 이상,755770
인천광역시,2024,3,남,전체,1391141
인천광역시,2024,3,남,10대,139325
인천광역시,2024,3,남,20대,186221
인천광역시,2024,3,남,30대,215100
인천광역시,2024,3,남,40대,244960
인천광역시,2024,3,남,50대,255200
인천광역시,2024,3,남,60대 이상,350335
인천광역시,2024,3,여,전체,1399108
인천광역시,2024,3,여,10대,132203
인천광역시,2024,3,여,20대,173603
인천광역시,2024,3,여,30대,197796
인천광역시,2024,3,여,40대,231987
인천광역시,2024,3,여,50대,258084
인천광역시,2024,3,여,60대 이상,405435
인천광역시,2024,4,전체,전체,2793488
인천광역시,2024,4,전체,10대,271509
인천광역시,2024,4,전체,20대,358937
인천광역시,2024,4,전체,30대,414321
인천광역시,2024,4,전체,40대,475892
인천광역시,2024,4,전체,50대,513748
인천광역시,2024,4,전체,60대 이상,759081
인천광역시,2024,4,남,전체,1392748
인천광역시,2024,4,남,10대,139300
인천광역시,2024,4,남,20대,185754
인천광역시,2024,4,남,30대,215939
인천광역시,2024,4,남,40대,244385
인천광역시,2024,4,남,50대,255504
인천광역시,2024,4,남,60대 이상,351866
인천광역시,2024,4,여,전체,1400740
인천광역시,2024,4,여,10대,132209
인천광역시,2024,4,여,20대,173183
인천광역시,2024,4,여,30대,198382
인천광역시,2024,4,여,40대,231507
인천광역시,2024,4,여,50대,258244
인천광역시,2024,4,여,60대 이상,407215
인천광역시,2024,5,전체,전체,2795463
인천광역시,2024,5,전체,10대,271432
인천광역시,2024,5,전체,20대,357672
인천광역시,2024,5,전체,30대,415386
인천광역시,2024,5,전체,40대,475096
인천광역시,2024,5,전체,50대,513817
인천광역시,2024,5,전체,60대 이상,762060
인천광역시,2024,5,남,전체,1393611
인천광역시,2024,5,남,10대,139295
인천광역시,2024,5,남,20대,185082
인천광역시,2024,5,남,30대,216479
인천광역시,2024,5,남,40대,243919
인천광역시,2024,5,남,50대,255562
인천광역시,2024,5,남,60대 이상,353274
인천광역시,2024,5,여,전체,1401852
인천광역시,2024,5,여,10대,132137
인천광역시,2024,5,여,20대,172590
인천광역시,2024,5,여,30대,198907
인천광역시,2024,5,여,40대,231177
인천광역시,2024,5,여,50대,258255
인천광역시,2024,5,여,60대 이상,408786
인천광역시,2024,6,전체,전체,2797275
인천광역시,2024,6,전체,10대,271357
인천광역시,2024,6,전체,20대,356411
인천광역시,2024,6,전체,30대,416244
인천광역시,2024,6,전체,40대,474546
인천광역시,2024,6,전체,50대,514095
인천광역시,2024,6,전체,60대 이상,764622
인천광역시,2024,6,남,전체,1394527
인천광역시,2024,6,남,10대,139291
인천광역시,2024,6,남,20대,184322
인천광역시,2024,6,남,30대,217008
인천광역시,2024,6,남,40대,243614
인천광역시,2024,6,남,50대,255752
인천광역시,2024,6,남,60대 이상,354540
인천광역시,2024,6,여,전체,1402748
인천광역시,2024,6,여,10대,132066
인천광역시,2024,6,여,20대,172089
인천광역시,2024,6,여,30대,199236
인천광역시,2024,6,여,40대,230932
인천광역시,2024,6,여,50대,258343
인천광역시,2024,6,여,60대 이상,410082
광주광역시,2024,1,전체,전체,1314841
광주광역시,2024,1,전체,10대,147178
광주광역시,2024,1,전체,20대,189791
광주광역시,2024,1,전체,30대,172866
광주광역시,2024,1,전체,40대,225883
광주광역시,2024,1,전체,50대,240101
광주광역시,2024,1,전체,60대 이상,339022
광주광역시,2024,1,남,전체,646841
광주광역시,2024,1,남,10대,75985
광주광역시,2024,1,남,20대,99065
광주광역시,2024,1,남,30대,89135
광주광역시,2024,1,남,40대,112352
광주광역시,2024,1,남,50대,118569
광주광역시,2024,1,남,60대 이상,151735
광주광역시,2024,1,여,전체,668000
광주광역시,2024,1,여,10대,71193
광주광역시,2024,1,여,20대,90726
광주광역시,2024,1,여,30대,83731
광주광역시,2024,1,여,40대,113531
광주광역시,2024,1,여,50대,121532
광주광역시,2024,1,여,60대 이상,187287
광주광역시,2024,2,전체,전체,1314209
광주광역시,2024,2,전체,10대,146801
광주광역시,2024,2,전체,20대,188530
광주광역시,2024,2,전체,30대,172300
광주광역시,2024,2,전체,40대,226147
광주광역시,2024,2,전체,50대,240439
광주광역시,2024,2,전체,60대 이상,339992
광주광역시,2024,2,남,전체,646478
광주광역시,2024,2,남,10대,75751
광주광역시,2024,2,남,20대,98361
광주광역시,2024,2,남,30대,88917
광주광역시,2024,2,남,40대,112549
광주광역시,2024,2,남,50대,118740
광주광역시,2024,2,남,60대 이상,152160
광주광역시,2024,2,여,전체,667731
광주광역시,2024,2,여,10대,71050
광주광역시,2024,2,여,20대,90169
광주광역시,2024,2,여,30대,83383
광주광역시,2024,2,여,40대,113598
광주광역시,2024,2,여,50대,121699
광주광역시,2024,2,여,60대 이상,187832
광주광역시,2024,3,전체,전체,1313614
광주광역시,2024,3,전체,10대,146379
광주광역시,2024,3,전체,20대,187683
광주광역시,2024,3,전체,30대,172526
광주광역시,2024,3,전체,40대,225199
광주광역시,2024,3,전체,50대,240800
광주광역시,2024,3,전체,60대 이상,341027
광주광역시,2024,3,남,전체,646189
광주광역시,2024,3,남,10대,75518
광주광역시,2024,3,남,20대,97957
광주광역시,2024,3,남,30대,89043
광주광역시,2024,3,남,40대,112132
광주광역시,2024,3,남,50대,118878
광주광역시,2024,3,남,60대 이상,152661
광주광역시,2024,3,여,전체,667425
광주광역시,2024,3,여,10대,70861
광주광역시,2024,3,여,20대,89726
광주광역시,2024,3,여,30대,83483
광주광역시,2024,3,여,40대,113067
광주광역시,2024,3,여,50대,121922
광주광역시,2024,3,여,60대 이상,188366
광주광역시,2024,4,전체,전체,1313429
광주광역시,2024,4,전체,10대,146346
광주광역시,2024,4,전체,20대,186956
광주광역시,2024,4,전체,30대,172721
광주광역시,2024,4,전체,40대,223968
광주광역시,2024,4,전체,50대,241413
광주광역시,2024,4,전체,60대 이상,342025
광주광역시,2024,4,남,전체,646139
광주광역시,2024,4,남,10대,75476
광주광역시,2024,4,남,20대,97621
광주광역시,2024,4,남,30대,89182
광주광역시,2024,4,남,40대,111488
광주광역시,2024,4,남,50대,119191
광주광역시,2024,4,남,60대 이상,153181
광주광역시,2024,4,여,전체,667290
광주광역시,2024,4,여,10대,70870
광주광역시,2024,4,여,20대,89335
광주광역시,2024,4,여,30대,83539
광주광역시,2024,4,여,40대,112480
광주광역시,2024,4,여,50대,122222
