Publisher,Category,Title,Sales,Year,Month,Age,Date
대원씨아이,소설,너의 이름은.,270,2017,1,10대,2017-01-01
대원씨아이,만화/라이트노벨,너의 이름은. - Another Side : Earthbound,198,2017,1,10대,2017-01-01
대원씨아이(만화/잡지),만화/라이트노벨,너의 이름은 1,123,2017,1,10대,2017-01-01
예담,시/에세이,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라,118,2017,1,10대,2017-01-01
대원씨아이(만화/잡지),만화/라이트노벨,너의 이름은 2,90,2017,1,10대,2017-01-01
알에이치코리아(RHK),시/에세이,도깨비 포토에세이,82,2017,1,10대,2017-01-01
알에이치코리아(RHK),소설,도깨비 1,56,2017,1,10대,2017-01-01
도서출판세계사,사회과학 / 역사,설민석의 조선왕조실록,55,2017,1,10대,2017-01-01
대원씨아이,만화/라이트노벨,초속 5센티미터,48,2017,1,10대,2017-01-01
위즈덤하우스,시/에세이,화랑 포토북,44,2017,1,10대,2017-01-01
대원씨아이,만화/라이트노벨,언어의 정원,40,2017,1,10대,2017-01-01
예담,시/에세이,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라,765,2017,1,20대,2017-01-01
대원씨아이,소설,너의 이름은.,616,2017,1,20대,2017-01-01
도서출판세계사,사회과학 / 역사,설민석의 조선왕조실록,553,2017,1,20대,2017-01-01
심플라이프,자기계발,자존감 수업,528,2017,1,20대,2017-01-01
대원씨아이,만화/라이트노벨,너의 이름은. - Another Side : Earthbound,468,2017,1,20대,2017-01-01
로크미디어,자기계발,완벽한 공부법,442,2017,1,20대,2017-01-01
알에이치코리아(RHK),시/에세이,도깨비 포토에세이,337,2017,1,20대,2017-01-01
알에이치코리아(RHK),소설,도깨비 1,277,2017,1,20대,2017-01-01
밝은세상,소설,브루클린의 소녀,283,2017,1,20대,2017-01-01
비즈니스북스,자기계발,그릿 GRIT,256,2017,1,20대,2017-01-01
토네이도,자기계발,5년 후 나에게 : Q&A a day,229,2017,1,20대,2017-01-01
민음사,소설,노르웨이의 숲 30주년 기념 한정판,213,2017,1,20대,2017-01-01
대원씨아이(만화/잡지),만화/라이트노벨,너의 이름은 1,199,2017,1,20대,2017-01-01
예담,시/에세이,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라 +플러스,172,2017,1,20대,2017-01-01
현대문학,소설,나미야 잡화점의 기적,166,2017,1,20대,2017-01-01
21세기북스(북이십일),자기계발,혼자 잘해주고 상처받지 마라,187,2017,1,20대,2017-01-01
아르테(arte),시/에세이,빨강머리 앤이 하는 말,153,2017,1,20대,2017-01-01
문학수첩,소설,해리 포터와 저주받은 아이 2부 (스페셜 리허설 에디션 대본),148,2017,1,20대,2017-01-01
대원씨아이(만화/잡지),만화/라이트노벨,너의 이름은 2,141,2017,1,20대,2017-01-01
Cambridge University Press,외국도서,The Official Cambridge Guide to IELTS Student's Book with Answers (Paperback+DVD-ROM),149,2017,1,20대,2017-01-01
위즈덤하우스,자기계발,영어책 한 권 외워봤니?,135,2017,1,20대,2017-01-01
한빛비즈,인문,지적 대화를 위한 넓고 얕은 지식,134,2017,1,20대,2017-01-01
문학수첩,소설,해리 포터와 저주받은 아이 1부 (스페셜 리허설 에디션 대본),129,2017,1,20대,2017-01-01
도서출판세계사,사회과학 / 역사,설민석의 조선왕조실록,1,2017,1,30대,2017-01-01
예담,시/에세이,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라,1,2017,1,30대,2017-01-01
아이휴먼,유아동,설민석의 한국사 대모험 1,1,2017,1,30대,2017-01-01
심플라이프,자기계발,자존감 수업,781,2017,1,30대,2017-01-01
비즈니스북스,자기계발,그릿 GRIT,889,2017,1,30대,2017-01-01
로크미디어,자기계발,완벽한 공부법,710,2017,1,30대,2017-01-01
21세기북스(북이십일),사회과학 / 역사,대한민국이 묻는다,730,2017,1,30대,2017-01-01
위즈덤하우스,자기계발,영어책 한 권 외워봤니?,603,2017,1,30대,2017-01-01
밝은세상,소설,브루클린의 소녀,585,2017,1,30대,2017-01-01
대원씨아이,소설,너의 이름은.,488,2017,1,30대,2017-01-01
아르테(arte),시/에세이,빨강머리 앤이 하는 말,460,2017,1,30대,2017-01-01
휴먼큐브,사회과학 / 역사,설민석의 무도 한국사 특강,434,2017,1,30대,2017-01-01
코리아닷컴(KOREA.COM),가정과 생활,못 참는 아이 욱하는 부모,406,2017,1,30대,2017-01-01
알에이치코리아(RHK),시/에세이,도깨비 포토에세이,404,2017,1,30대,2017-01-01
21세기북스(북이십일),자기계발,혼자 잘해주고 상처받지 마라,406,2017,1,30대,2017-01-01
미래의창,경제경영,트렌드 코리아 2017,467,2017,1,30대,2017-01-01
민음사,소설,노르웨이의 숲 30주년 기념 한정판,374,2017,1,30대,2017-01-01
알에이치코리아(RHK),소설,도깨비 1,366,2017,1,30대,2017-01-01
예담,시/에세이,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라 + 플러스,392,2017,1,30대,2017-01-01
북로드,소설,무코다 이발소,361,2017,1,30대,2017-01-01
김영사,인문,사피엔스,331,2017,1,30대,2017-01-01
흐름출판,시/에세이,숨결이 바람 될 때,315,2017,1,30대,2017-01-01
수오서재,시/에세이,혜민 스님의 따뜻한 응원,354,2017,1,30대,2017-01-01
비즈니스북스,경제경영,세계미래보고서 2055,282,2017,1,30대,2017-01-01
창비(창작과비평사),소설,채식주의자,279,2017,1,30대,2017-01-01
새로운현재(메가북스),경제경영,클라우스 슈밥의 제4차 산업혁명,493,2017,1,30대,2017-01-01
시공주니어,유아동,78층 나무 집,254,2017,1,30대,2017-01-01
메디치미디어,인문,대통령의 글쓰기,263,2017,1,30대,2017-01-01
나무의마음,시/에세이,그럴 때 있으시죠?,251,2017,1,30대,2017-01-01
현대문학,소설,나미야 잡화점의 기적,236,2017,1,30대,2017-01-01
북펌(bookfirm),소설,당신의 완벽한 1년,212,2017,1,30대,2017-01-01
삼성출판사,가정과 생활,임신 출산 육아 대백과 (2017~2018),209,2017,1,30대,2017-01-01
지식너머,가정과 생활,유아 식판식,198,2017,1,30대,2017-01-01
한빛비즈,인문,지적 대화를 위한 넓고 얕은 지식,195,2017,1,30대,2017-01-01
한국경제신문사(한경비피),경제경영,나는 마트 대신 부동산에 간다,184,2017,1,30대,2017-01-01
싸이프레스,가정과 생활,주원홈트 플랜북,172,2017,1,30대,2017-01-01
메가스터디,유아동,헬로 카봇 직업카드 100장,170,2017,1,30대,2017-01-01
허밍버드,시/에세이,나에게 고맙다,175,2017,1,30대,2017-01-01
은행나무,소설,낭만적 연애와 그 후의 일상,176,2017,1,30대,2017-01-01
수오서재,시/에세이,완벽하지 않은 것들에 대한 사랑,167,2017,1,30대,2017-01-01
길벗스쿨,유아동,한 권으로 끝내는 종이접기,174,2017,1,30대,2017-01-01
말글터,시/에세이,언어의 온도,165,2017,1,30대,2017-01-01
도서출판세계사,사회과학 / 역사,설민석의 조선왕조실록,2,2017,1,40대,2017-01-01
예담,시/에세이,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라,1,2017,1,40대,2017-01-01
아이휴먼,유아동,설민석의 한국사 대모험 1,1,2017,1,40대,2017-01-01
대원씨아이,소설,너의 이름은.,1,2017,1,40대,2017-01-01
비즈니스북스,자기계발,그릿 GRIT,939,2017,1,40대,2017-01-01
휴먼큐브,사회과학 / 역사,설민석의 무도 한국사 특강,824,2017,1,40대,2017-01-01
21세기북스(북이십일),사회과학 / 역사,대한민국이 묻는다,756,2017,1,40대,2017-01-01
위즈덤하우스,자기계발,영어책 한 권 외워봤니?,642,2017,1,40대,2017-01-01
심플라이프,자기계발,자존감 수업,640,2017,1,40대,2017-01-01
비즈니스북스,경제경영,세계미래보고서 2055,524,2017,1,40대,2017-01-01
대원씨아이,만화/라이트노벨,너의 이름은. - Another Side : Earthbound,516,2017,1,40대,2017-01-01
로크미디어,자기계발,완벽한 공부법,475,2017,1,40대,2017-01-01
밝은세상,소설,브루클린의 소녀,469,2017,1,40대,2017-01-01
알에이치코리아(RHK),시/에세이,도깨비 포토에세이,470,2017,1,40대,2017-01-01
알에이치코리아(RHK),소설,도깨비 1,441,2017,1,40대,2017-01-01
아르테(arte),시/에세이,빨강머리 앤이 하는 말,426,2017,1,40대,2017-01-01
예담,시/에세이,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라 + 플러스,418,2017,1,40대,2017-01-01
세계사,사회과학 / 역사,설민석의 조선왕조실록,373,2017,1,50대,2017-01-01
예담,시/에세이,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라,333,2017,1,50대,2017-01-01
대원씨아이,소설,너의 이름은.,250,2017,1,50대,2017-01-01
심플라이프,자기계발,자존감 수업,202,2017,1,50대,2017-01-01
비즈니스북스,자기계발,그릿 GRIT,181,2017,1,50대,2017-01-01
위즈덤하우스,자기계발,영어책 한 권 외워봤니?,155,2017,1,50대,2017-01-01
21세기북스(북이십일),사회과학 / 역사,대한민국이 묻는다,182,2017,1,50대,2017-01-01
로크미디어,자기계발,완벽한 공부법,148,2017,1,50대,2017-01-01
대원씨아이,만화/라이트노벨,너의 이름은. - Another Side : Earthbound,141,2017,1,50대,2017-01-01
비즈니스북스,경제경영,세계미래보고서 2055,141,2017,1,50대,2017-01-01
창비(창작과비평사),소설,채식주의자,127,2017,1,50대,2017-01-01
수오서재,시/에세이,혜민 스님의 따뜻한 응원,137,2017,1,50대,2017-01-01
밝은세상,소설,브루클린의 소녀,117,2017,1,50대,2017-01-01
새로운현재(메가북스),경제경영,클라우스 슈밥의 제4차 산업혁명,121,2017,1,50대,2017-01-01
문학사상,소설,풍경소리 - 2017년 제41회 이상문학상 작품집,109,2017,1,50대,2017-01-01
해냄출판사,소설,공터에서,103,2017,1,50대,2017-01-01
휴먼큐브,사회과학 / 역사,설민석의 무도 한국사 특강,104,2017,1,50대,2017-01-01
김영사,인문,사피엔스,114,2017,1,50대,2017-01-01
흐름출판,시/에세이,숨결이 바람 될 때,119,2017,1,50대,2017-01-01
덴스토리(Denstory),인문,백년을 살아보니,106,2017,1,50대,2017-01-01
책읽는섬,시/에세이,시작할 때 그 마음으로,92,2017,1,50대,2017-01-01
21세기북스(북이십일),자기계발,혼자 잘해주고 상처받지 마라,85,2017,1,50대,2017-01-01
북로드,소설,무코다 이발소,81,2017,1,50대,2017-01-01
예담,시/에세이,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라 + 플러스,80,2017,1,50대,2017-01-01
스몰빅인사이트,경제경영,"한국경제, 돈의 배반이 시작된다",85,2017,1,50대,2017-01-01
도서출판세계사,사회과학 / 역사,설민석의 조선왕조실록,46,2017,1,60대,2017-01-01
덴스토리(Denstory),인문,백년을 살아보니,45,2017,1,60대,2017-01-01
예담,시/에세이,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라,34,2017,1,60대,2017-01-01
창비(창작과비평사),소설,채식주의자,33,2017,1,60대,2017-01-01
비즈니스북스,자기계발,그릿 GRIT,62,2017,1,60대,2017-01-01
Cambridge University Press,외국도서,The Official Cambridge Guide to IELTS Student's Book with Answers (Paperback+DVD-ROM),42,2017,1,60대,2017-01-01
심플라이프,자기계발,자존감 수업,31,2017,1,60대,2017-01-01
비즈니스북스,경제경영,세계미래보고서 2055,28,2017,1,60대,2017-01-01
스몰빅인사이트,경제경영,"한국경제, 돈의 배반이 시작된다",22,2017,1,60대,2017-01-01
흐름출판,시/에세이,숨결이 바람 될 때,21,2017,1,60대,2017-01-01
새로운현재(메가북스),경제경영,클라우스 슈밥의 제4차 산업혁명,20,2017,1,60대,2017-01-01
위즈덤하우스,자기계발,영어책 한 권 외워봤니?,23,2017,1,60대,2017-01-01
대원씨아이,소설,너의 이름은.,19,2017,1,60대,2017-01-01
문학사상,소설,풍경소리 - 2017년 제41회 이상문학상 작품집,19,2017,1,60대,2017-01-01
휴먼큐브,사회과학 / 역사,설민석의 무도 한국사 특강,18,2017,1,60대,2017-01-01
해냄출판사,소설,공터에서,19,2017,1,60대,2017-01-01
책읽는섬,시/에세이,시작할 때 그 마음으로,41,2017,1,60대,2017-01-01
밝은세상,소설,브루클린의 소녀,14,2017,1,60대,2017-01-01
21세기북스(북이십일),사회과학 / 역사,대한민국이 묻는다,14,2017,1,60대,2017-01-01
미래의창,경제경영,트렌드 코리아 2017,13,2017,1,60대,2017-01-01
21세기북스(북이십일),자기계발,혼자 잘해주고 상처받지 마라,13,2017,1,60대,2017-01-01
수오서재,시/에세이,혜민 스님의 따뜻한 응원,17,2017,1,60대,2017-01-01
로크미디어,자기계발,완벽한 공부법,13,2017,1,60대,2017-01-01
대원씨아이,만화/라이트노벨,너의 이름은. - Another Side : Earthbound,13,2017,1,60대,2017-01-01
ALFRED(알프레드),사회과학 / 역사,만화 로마사 1,12,2017,1,60대,2017-01-01
한빛비즈,인문,지적 대화를 위한 넓고 얕은 지식,14,2017,1,60대,2017-01-01
김영사,인문,사피엔스,11,2017,1,60대,2017-01-01
새움,소설,고구려 6,11,2017,1,60대,2017-01-01
예담,시/에세이,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라 +플러스,11,2017,1,60대,2017-01-01
돌베개,인문,"만남, 신영복의 말과 글 세트",12,2017,1,60대,2017-01-01
ALFRED(알프레드),사회과학 / 역사,만화 로마사 2,11,2017,1,60대,2017-01-01
아이휴먼,유아동,설민석의 한국사 대모험 1,11,2017,1,60대,2017-01-01
메디치미디어,인문,대통령의 글쓰기,10,2017,1,60대,2017-01-01
창비(창작과비평사),소설,소년이 온다,10,2017,1,60대,2017-01-01
애니북스,만화/라이트노벨,고우영 삼국지 세트,49,2017,1,60대,2017-01-01
김영사,자연과 과학,리처드 도킨스 자서전 1,13,2017,1,60대,2017-01-01
북펌(bookfirm),소설,당신의 완벽한 1년,14,2017,1,60대,2017-01-01
새움,사회과학 / 역사,김진명의 한국사 X파일,9,2017,1,60대,2017-01-01
생각의 길,인문,어떻게 살 것인가,8,2017,1,60대,2017-01-01
아르테(arte),시/에세이,빨강머리 앤이 하는 말,8,2017,1,60대,2017-01-01
시공사(단행본),소설,바람의 열두 방향,81,2017,2,10대,2017-02-01
예담,시/에세이,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라,78,2017,2,10대,2017-02-01
대원씨아이(만화/잡지),만화/라이트노벨,하이큐!! 23,68,2017,2,10대,2017-02-01
대원씨아이,소설,너의 이름은.,54,2017,2,10대,2017-02-01
시드앤피드(Seed&Feed),시/에세이,너의 안부를 묻는 밤,53,2017,2,10대,2017-02-01
현대문학,소설,나미야 잡화점의 기적,51,2017,2,10대,2017-02-01
도서출판세계사,사회과학 / 역사,설민석의 조선왕조실록,51,2017,2,10대,2017-02-01
알에이치코리아(RHK),소설,도깨비 2,51,2017,2,10대,2017-02-01
심플라이프,자기계발,자존감 수업,41,2017,2,10대,2017-02-01
알에이치코리아(RHK),시/에세이,도깨비 포토에세이,43,2017,2,10대,2017-02-01
알에이치코리아(RHK),소설,도깨비 1,37,2017,2,10대,2017-02-01
대원씨아이(만화/잡지),만화/라이트노벨,너의 이름은 2,36,2017,2,10대,2017-02-01
심플라이프,자기계발,자존감 수업,537,2017,2,20대,2017-02-01
예담,시/에세이,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라,429,2017,2,20대,2017-02-01
세계사,사회과학 / 역사,설민석의 조선왕조실록,304,2017,2,20대,2017-02-01
로크미디어,자기계발,완벽한 공부법,280,2017,2,20대,2017-02-01
시드앤피드(Seed&Feed),시/에세이,너의 안부를 묻는 밤,243,2017,2,20대,2017-02-01
현대문학,소설,나미야 잡화점의 기적,214,2017,2,20대,2017-02-01
말글터,시/에세이,언어의 온도 (100만부 돌파 기념 양장 특별판),209,2017,2,20대,2017-02-01
알에이치코리아(RHK),소설,도깨비 2,196,2017,2,20대,2017-02-01
위즈덤하우스,자기계발,영어책 한 권 외워봤니?,180,2017,2,20대,2017-02-01
비즈니스북스,자기계발,그릿 GRIT,300,2017,2,20대,2017-02-01
알에이치코리아(RHK),소설,도깨비 1,144,2017,2,20대,2017-02-01
한빛비즈,인문,지적 대화를 위한 넓고 얕은 지식,176,2017,2,20대,2017-02-01
해냄출판사,소설,공터에서,144,2017,2,20대,2017-02-01
비즈니스북스,자기계발,아침 5시의 기적,129,2017,2,20대,2017-02-01
알에이치코리아(RHK),시/에세이,도깨비 포토에세이,119,2017,2,20대,2017-02-01
밝은세상,소설,브루클린의 소녀,129,2017,2,20대,2017-02-01
인플루엔셜,자기계발,미움받을 용기,113,2017,2,20대,2017-02-01
대원씨아이,소설,너의 이름은.,113,2017,2,20대,2017-02-01
세계사,사회과학 / 역사,설민석의 조선왕조실록,993,2017,2,30대,2017-02-01
심플라이프,인문,자존감 수업,783,2017,2,30대,2017-02-01
위즈덤하우스,자기계발,영어책 한 권 외워봤니?,726,2017,2,30대,2017-02-01
위즈덤하우스,시/에세이,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라,806,2017,2,30대,2017-02-01
해냄출판사,소설,공터에서,543,2017,2,30대,2017-02-01
베리북,자기계발,말할 수 없는 비밀 들리지 않는 진실,446,2017,2,30대,2017-02-01
로크미디어,자기계발,완벽한 공부법,416,2017,2,30대,2017-02-01
시공주니어,유아동,78층 나무 집,400,2017,2,30대,2017-02-01
코리아닷컴,가정과 생활,못 참는 아이 욱하는 부모(50만 부 발매 기념 리커버 에디션),389,2017,2,30대,2017-02-01
비즈니스북스,자기계발,아침 5시의 기적,364,2017,2,30대,2017-02-01
돌베개,인문,국가란 무엇인가,354,2017,2,30대,2017-02-01
알에이치코리아,소설,쓸쓸하고 찬란하신 도깨비 2,325,2017,2,30대,2017-02-01
말글터,시/에세이,언어의 온도(170만부 기념 에디션),311,2017,2,30대,2017-02-01
재인,소설,기린의 날개,264,2017,2,30대,2017-02-01
위즈덤하우스,시/에세이,자유로울 것,263,2017,2,30대,2017-02-01
청림라이프,가정과 생활,스미홈트,254,2017,2,30대,2017-02-01
아르테(arte),시/에세이,빨강머리 앤이 하는 말,260,2017,2,30대,2017-02-01
21세기북스,사회과학 / 역사,대한민국이 묻는다,249,2017,2,30대,2017-02-01
메가스터디북스,경제경영,클라우스 슈밥의 제4차 산업혁명,331,2017,2,30대,2017-02-01
대원씨아이,소설,너의 이름은.,225,2017,2,30대,2017-02-01
길벗,경제경영,부자를 만드는 부부의 법칙,206,2017,2,30대,2017-02-01
알에이치코리아,소설,쓸쓸하고 찬란하신 도깨비 1,206,2017,2,30대,2017-02-01
엘리,소설,당신 인생의 이야기,202,2017,2,30대,2017-02-01
어스본코리아,유아동,Usborne 하루에 한 장 똑똑한 그리기,191,2017,2,30대,2017-02-01
아이휴먼,유아동,설민석의 한국사 대모험 1,1,2017,2,40대,2017-02-01
도서출판세계사,사회과학 / 역사,설민석의 조선왕조실록,1,2017,2,40대,2017-02-01
아이휴먼,유아동,설민석의 한국사 대모험 2,1,2017,2,40대,2017-02-01
예담,시/에세이,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라,1,2017,2,40대,2017-02-01
아울북,유아동,마법천자문 38,901,2017,2,40대,2017-02-01
해냄출판사,소설,공터에서,908,2017,2,40대,2017-02-01
시공주니어,유아동,78층 나무 집,795,2017,2,40대,2017-02-01
위즈덤하우스,자기계발,영어책 한 권 외워봤니?,797,2017,2,40대,2017-02-01
심플라이프,자기계발,자존감 수업,740,2017,2,40대,2017-02-01
돌베개,사회과학 / 역사,국가란 무엇인가,504,2017,2,40대,2017-02-01
로크미디어,자기계발,완벽한 공부법,513,2017,2,40대,2017-02-01
현대문학,소설,나미야 잡화점의 기적,488,2017,2,40대,2017-02-01
알에이치코리아(RHK),소설,도깨비 2,467,2017,2,40대,2017-02-01
비즈니스북스,자기계발,그릿 GRIT,510,2017,2,40대,2017-02-01
대원씨아이,소설,너의 이름은.,525,2017,2,40대,2017-02-01
한빛비즈,인문,지적 대화를 위한 넓고 얕은 지식,439,2017,2,40대,2017-02-01
비즈니스북스,자기계발,아침 5시의 기적,413,2017,2,40대,2017-02-01
해냄출판사,소설,공터에서,396,2017,2,50대,2017-02-01
예담,시/에세이,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라,305,2017,2,50대,2017-02-01
도서출판세계사,사회과학 / 역사,설민석의 조선왕조실록,220,2017,2,50대,2017-02-01
심플라이프,자기계발,자존감 수업,204,2017,2,50대,2017-02-01
위즈덤하우스,자기계발,영어책 한 권 외워봤니?,171,2017,2,50대,2017-02-01
위즈덤하우스,자기계발,삶의 정도,164,2017,2,50대,2017-02-01
로크미디어,자기계발,완벽한 공부법,138,2017,2,50대,2017-02-01
한빛비즈,인문,지적 대화를 위한 넓고 얕은 지식,131,2017,2,50대,2017-02-01
돌베개,사회과학 / 역사,국가란 무엇인가,124,2017,2,50대,2017-02-01
현대문학,소설,나미야 잡화점의 기적,107,2017,2,50대,2017-02-01
새로운현재(메가북스),경제경영,클라우스 슈밥의 제4차 산업혁명,116,2017,2,50대,2017-02-01
도서출판더숲,시/에세이,새는 날아가면서 뒤돌아보지 않는다,110,2017,2,50대,2017-02-01
조갑제닷컴,사회과학 / 역사,탄핵을 탄핵한다,129,2017,2,50대,2017-02-01
비즈니스북스,자기계발,그릿 GRIT,114,2017,2,50대,2017-02-01
행복에너지,자기계발,울지 마! 제이,115,2017,2,50대,2017-02-01
비즈니스북스,경제경영,세계미래보고서 2055,94,2017,2,50대,2017-02-01
비즈니스북스,자기계발,아침 5시의 기적,92,2017,2,50대,2017-02-01
문학사상,소설,풍경소리 - 2017년 제41회 이상문학상 작품집,89,2017,2,50대,2017-02-01
덴스토리(Denstory),인문,백년을 살아보니,84,2017,2,50대,2017-02-01
김영사,인문,사피엔스,72,2017,2,50대,2017-02-01
알에이치코리아(RHK),소설,도깨비 2,69,2017,2,50대,2017-02-01
해냄출판사,소설,공터에서,121,2017,2,60대,2017-02-01
위즈덤하우스,자기계발,삶의 정도,73,2017,2,60대,2017-02-01
조갑제닷컴,사회과학 / 역사,탄핵을 탄핵한다,88,2017,2,60대,2017-02-01
도서출판세계사,사회과학 / 역사,설민석의 조선왕조실록,34,2017,2,60대,2017-02-01
덴스토리(Denstory),인문,백년을 살아보니,33,2017,2,60대,2017-02-01
심플라이프,자기계발,자존감 수업,25,2017,2,60대,2017-02-01
한빛비즈,인문,지적 대화를 위한 넓고 얕은 지식,21,2017,2,60대,2017-02-01
Cambridge University Press,외국도서,The Official Cambridge Guide to IELTS Student's Book with Answers (Paperback+DVD-ROM),19,2017,2,60대,2017-02-01
위즈덤하우스,자기계발,영어책 한 권 외워봤니?,19,2017,2,60대,2017-02-01
돌베개,사회과학 / 역사,국가란 무엇인가,18,2017,2,60대,2017-02-01
아이휴먼,유아동,설민석의 한국사 대모험 1,16,2017,2,60대,2017-02-01
도서출판더숲,시/에세이,새는 날아가면서 뒤돌아보지 않는다,17,2017,2,60대,2017-02-01
비즈니스북스,자기계발,아침 5시의 기적,15,2017,2,60대,2017-02-01
창비(창작과비평사),소설,채식주의자,14,2017,2,60대,2017-02-01
비즈니스북스,자기계발,그릿 GRIT,35,2017,2,60대,2017-02-01
밝은세상,소설,브루클린의 소녀,15,2017,2,60대,2017-02-01
새움,사회과학 / 역사,김진명의 한국사 X파일,16,2017,2,60대,2017-02-01
다산책방,소설,고발 (더블커버 특별판),14,2017,2,60대,2017-02-01
로크미디어,자기계발,완벽한 공부법,13,2017,2,60대,2017-02-01
21세기북스(북이십일),인문,탁월한 사유의 시선,13,2017,2,60대,2017-02-01
지식노마드,경제경영,제4의 물결이 온다,13,2017,2,60대,2017-02-01
아이휴먼,유아동,설민석의 한국사 대모험 2,13,2017,2,60대,2017-02-01
현대문학,소설,나미야 잡화점의 기적,12,2017,2,60대,2017-02-01
예담,시/에세이,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라,11,2017,2,60대,2017-02-01
말글터,시/에세이,언어의 온도,11,2017,2,60대,2017-02-01
문학사상,소설,풍경소리 - 2017년 제41회 이상문학상 작품집,12,2017,2,60대,2017-02-01
눌와,사회과학 / 역사,안목,11,2017,2,60대,2017-02-01
흐름출판,시/에세이,숨결이 바람 될 때 - 리커버 특별판,10,2017,2,60대,2017-02-01
수오서재,시/에세이,혜민 스님의 따뜻한 응원,21,2017,2,60대,2017-02-01
알에이치코리아(RHK),소설,도깨비 1,10,2017,2,60대,2017-02-01
반니라이프,자기계발,세계의 엘리트는 왜 명상을 하는가,11,2017,2,60대,2017-02-01
다산초당,인문,대논쟁! 철학 배틀,10,2017,2,60대,2017-02-01
다산북스,경제경영,선대인의 대한민국 경제학,9,2017,2,60대,2017-02-01
로고폴리스,청소년,라인프렌즈 스터디 플래너 - 브라운,83,2017,3,10대,2017-03-01
현대문학,소설,나미야 잡화점의 기적,76,2017,3,10대,2017-03-01
시드앤피드(Seed&Feed),시/에세이,너의 안부를 묻는 밤,72,2017,3,10대,2017-03-01
예담,시/에세이,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라 (벚꽃에디션),50,2017,3,10대,2017-03-01
심플라이프,자기계발,자존감 수업,47,2017,3,10대,2017-03-01
심플라이프,자기계발,자존감 수업,625,2017,3,20대,2017-03-01
말글터,시/에세이,언어의 온도,567,2017,3,20대,2017-03-01
돌베개,사회과학 / 역사,국가란 무엇인가,303,2017,3,20대,2017-03-01
현대문학,소설,나미야 잡화점의 기적,277,2017,3,20대,2017-03-01
예담,시/에세이,소록도의 마리안느와 마가렛,243,2017,3,20대,2017-03-01
시드앤피드(Seed&Feed),시/에세이,너의 안부를 묻는 밤,200,2017,3,20대,2017-03-01
도서출판재인,소설,기린의 날개,174,2017,3,20대,2017-03-01
도서출판세계사,사회과학 / 역사,설민석의 조선왕조실록,180,2017,3,20대,2017-03-01
다산3.0,인문,센서티브,168,2017,3,20대,2017-03-01
행복에너지,자기계발,하루 5분 나를 바꾸는 긍정훈련 - 행복에너지,152,2017,3,20대,2017-03-01
예담,시/에세이,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라,154,2017,3,20대,2017-03-01
한빛비즈,인문,지적 대화를 위한 넓고 얕은 지식,135,2017,3,20대,2017-03-01
로크미디어,자기계발,완벽한 공부법,139,2017,3,20대,2017-03-01
위즈덤하우스,자기계발,영어책 한 권 외워봤니?,121,2017,3,20대,2017-03-01
행복에너지,자기계발,인생 르네상스 행복한 100세,119,2017,3,20대,2017-03-01
인플루엔셜,자기계발,미움받을 용기,118,2017,3,20대,2017-03-01
해냄출판사,소설,공터에서,135,2017,3,20대,2017-03-01
아이휴먼,유아동,설민석의 한국사 대모험 2,981,2017,3,30대,2017-03-01
돌베개,사회과학 / 역사,국가란 무엇인가,1,2017,3,30대,2017-03-01
심플라이프,자기계발,자존감 수업,1,2017,3,30대,2017-03-01
말글터,시/에세이,언어의 온도,1,2017,3,30대,2017-03-01
아이휴먼,유아동,설민석의 한국사 대모험 1,856,2017,3,30대,2017-03-01
위즈덤하우스,자기계발,영어책 한 권 외워봤니?,492,2017,3,30대,2017-03-01
코리아닷컴(KOREA.COM),가정과 생활,못 참는 아이 욱하는 부모,449,2017,3,30대,2017-03-01
도서출판세계사,사회과학 / 역사,설민석의 조선왕조실록,490,2017,3,30대,2017-03-01
도서출판재인,소설,기린의 날개,415,2017,3,30대,2017-03-01
해냄출판사,소설,공터에서,394,2017,3,30대,2017-03-01
겜툰,유아동,스페셜솔져 코믹스 2,367,2017,3,30대,2017-03-01
현대문학,소설,나미야 잡화점의 기적,358,2017,3,30대,2017-03-01
다산3.0,인문,센서티브,352,2017,3,30대,2017-03-01
시공주니어,유아동,78층 나무 집,328,2017,3,30대,2017-03-01
비즈니스북스,자기계발,그릿 GRIT,438,2017,3,30대,2017-03-01
대원씨아이(만화/잡지),만화/라이트노벨,원피스 84,303,2017,3,30대,2017-03-01
도서출판더숲,시/에세이,새는 날아가면서 뒤돌아보지 않는다,324,2017,3,30대,2017-03-01
