Publisher,Category,Title,Sales,Year,Month,Age,Date
책구루,인문,공부머리 독서법,289,2019,11,30대,2019-11-01
위즈덤하우스,인문,"1일 1페이지, 세상에서 가장 짧은 교양 수업 365",238,2019,11,30대,2019-11-01
미래엔아이세움,유아동,흔한남매 2,202,2019,11,30대,2019-11-01
문학사상,사회과학 / 역사,총 균 쇠,205,2019,11,30대,2019-11-01
달,시/에세이,혼자가 혼자에게,201,2019,11,30대,2019-11-01
문학동네,시/에세이,여행의 이유,197,2019,11,30대,2019-11-01
김영사,인문,사피엔스,204,2019,11,30대,2019-11-01
알에이치코리아,가정과 생활,지랄발랄 하은맘의 십팔년 책육아,179,2019,11,30대,2019-11-01
에프엔미디어,경제경영,대한민국 부동산 사용설명서,168,2019,11,30대,2019-11-01
조선뉴스프레스,인문,21세기 평화와 종교를 말한다,1,2019,11,30대,2019-11-01
미래엔아이세움,유아동,흔한남매 1,156,2019,11,30대,2019-11-01
유노북스,경제경영,지금 바로 돈 버는 기술,152,2019,11,30대,2019-11-01
더모던,소설,빨강 머리 앤,150,2019,11,30대,2019-11-01
창비,소설,일의 기쁨과 슬픔,198,2019,11,30대,2019-11-01
브론스테인,가정과 생활,오래도록 젊음을 유지하고 건강하게 죽는 법,135,2019,11,30대,2019-11-01
김영사,인문,팩트풀니스,136,2019,11,30대,2019-11-01
비즈니스북스,자기계발,아주 작은 습관의 힘,130,2019,11,30대,2019-11-01
세계사,인문,설민석의 삼국지 1,119,2019,11,30대,2019-11-01
인플루엔셜,경제경영,밀레니얼 이코노미,134,2019,11,30대,2019-11-01
아울북,유아동,Go Go 카카오프렌즈 11: 한국,115,2019,11,30대,2019-11-01
혜다,예술/대중문화/취미,내 강아지 마음 상담소,113,2019,11,30대,2019-11-01
세계사,사회과학 / 역사,설민석의 조선왕조실록,109,2019,11,30대,2019-11-01
위즈덤하우스,유아동,놓지 마 과학! 12: 정신이 코딩에 정신 놓다(2),106,2019,11,30대,2019-11-01
해냄출판사,인문,당신이 옳다,111,2019,11,30대,2019-11-01
세계사,인문,설민석의 삼국지 2,104,2019,11,30대,2019-11-01
김영사,인문,"대변동: 위기, 선택, 변화",110,2019,11,30대,2019-11-01
다산책방,소설,일생일대의 거래,100,2019,11,30대,2019-11-01
한국경제신문,자기계발,하버드 상위 1퍼센트의 비밀(리커버 에디션),92,2019,11,30대,2019-11-01
스튜디오오드리,시/에세이,너에게만 좋은 사람이 되고 싶어(리커버 한정판),90,2019,11,30대,2019-11-01
돌베개,시/에세이,백범일지,86,2019,11,30대,2019-11-01
을유문화사,자연과 과학,이기적 유전자(40주년 기념판),86,2019,11,30대,2019-11-01
유니책방,가정과 생활,삐뽀삐뽀 119 소아과,85,2019,11,30대,2019-11-01
차이정원,자기계발,에이트,1,2019,11,40대,2019-11-01
놀,시/에세이,오늘도 펭수 내일도 펭수,1,2019,11,40대,2019-11-01
아이휴먼,유아동,설민석의 한국사 대모험. 12,856,2019,11,40대,2019-11-01
미래의창,경제경영,트렌드 코리아 2020,826,2019,11,40대,2019-11-01
정토출판,시/에세이,지금 이대로 좋다,658,2019,11,40대,2019-11-01
강한별,시/에세이,지쳤거나 좋아하는 게 없거나,495,2019,11,40대,2019-11-01
문학사상,사회과학 / 역사,총 균 쇠,467,2019,11,40대,2019-11-01
위즈덤하우스,인문,"1일 1페이지, 세상에서 가장 짧은 교양 수업 365",397,2019,11,40대,2019-11-01
센시오,자기계발,50부터는 인생관을 바꿔야 산다,381,2019,11,40대,2019-11-01
리더스북,경제경영,넛지,349,2019,11,40대,2019-11-01
책구루,인문,공부머리 독서법,387,2019,11,40대,2019-11-01
더모던,소설,빨강 머리 앤,324,2019,11,40대,2019-11-01
밝은세상,소설,작가들의 비밀스러운 삶,297,2019,11,40대,2019-11-01
김영사,인문,사피엔스,282,2019,11,40대,2019-11-01
웨일북(whalebooks),경제경영,90년생이 온다,281,2019,11,40대,2019-11-01
미래엔아이세움,유아동,흔한남매. 2,244,2019,11,40대,2019-11-01
세계사,인문,설민석의 삼국지. 1,226,2019,11,40대,2019-11-01
문학동네,시/에세이,여행의 이유,230,2019,11,40대,2019-11-01
위즈덤하우스,유아동,놓지 마 과학!. 12: 정신이 코딩에 정신 놓다(2),207,2019,11,40대,2019-11-01
세계사,인문,설민석의 삼국지. 2,206,2019,11,40대,2019-11-01
오픈마인드,경제경영,부의 인문학,209,2019,11,40대,2019-11-01
돌베개,시/에세이,백범일지,190,2019,11,40대,2019-11-01
조선뉴스프레스,인문,21세기 평화와 종교를 말한다,1,2019,11,40대,2019-11-01
을유문화사,자연과 과학,이기적 유전자(40주년 기념판),183,2019,11,40대,2019-11-01
미래엔아이세움,유아동,흔한남매. 1,178,2019,11,40대,2019-11-01
브론스테인,가정과 생활,오래도록 젊음을 유지하고 건강하게 죽는 법,181,2019,11,40대,2019-11-01
비즈니스북스,자기계발,아주 작은 습관의 힘,182,2019,11,40대,2019-11-01
한길사,인문,예루살렘의 아이히만,174,2019,11,40대,2019-11-01
해냄출판사,인문,당신이 옳다,180,2019,11,40대,2019-11-01
김영사,인문,"대변동: 위기, 선택, 변화",160,2019,11,40대,2019-11-01
김영사,인문,팩트풀니스,166,2019,11,40대,2019-11-01
통나무,종교/역학,도올의 마가복음 강해,163,2019,11,40대,2019-11-01
세계사,사회과학 / 역사,설민석의 조선왕조실록,145,2019,11,40대,2019-11-01
에프엔미디어,경제경영,대한민국 부동산 사용설명서,143,2019,11,40대,2019-11-01
아이휴먼,유아동,설민석의 한국사 대모험. 11,138,2019,11,40대,2019-11-01
차이정원,자기계발,에이트,454,2019,11,50대,2019-11-01
센시오,자기계발,50부터는 인생관을 바꿔야 산다,333,2019,11,50대,2019-11-01
미래의창,경제경영,트렌드 코리아 2020,283,2019,11,50대,2019-11-01
정토출판,시/에세이,지금 이대로 좋다,280,2019,11,50대,2019-11-01
놀,시/에세이,오늘도 펭수 내일도 펭수,216,2019,11,50대,2019-11-01
위즈덤하우스,인문,"1일 1페이지, 세상에서 가장 짧은 교양 수업 365",118,2019,11,50대,2019-11-01
밝은세상,소설,작가들의 비밀스러운 삶,109,2019,11,50대,2019-11-01
김영사,인문,"대변동: 위기, 선택, 변화",100,2019,11,50대,2019-11-01
통나무,종교/역학,도올의 마가복음 강해,91,2019,11,50대,2019-11-01
브론스테인,가정과 생활,오래도록 젊음을 유지하고 건강하게 죽는 법,97,2019,11,50대,2019-11-01
김영사,인문,사피엔스,80,2019,11,50대,2019-11-01
비즈니스북스,경제경영,짐 로저스 앞으로 5년 한반도 투자 시나리오,65,2019,11,50대,2019-11-01
을유문화사,자연과 과학,이기적 유전자,57,2019,11,50대,2019-11-01
비즈니스북스,자기계발,아주 작은 습관의 힘,61,2019,11,50대,2019-11-01
해냄출판사,인문,당신이 옳다,65,2019,11,50대,2019-11-01
달,시/에세이,혼자가 혼자에게,53,2019,11,50대,2019-11-01
21세기북스,경제경영,2020 부의 지각변동,49,2019,11,50대,2019-11-01
다산책방,소설,일생일대의 거래,49,2019,11,50대,2019-11-01
김영사,인문,팩트풀니스,45,2019,11,50대,2019-11-01
아니무스,종교/역학,착한 사람 그만두기,45,2019,11,50대,2019-11-01
혜다,예술/대중문화/취미,내 강아지 마음 상담소,41,2019,11,50대,2019-11-01
마음산책,시/에세이,그 사랑 놓치지 마라,49,2019,11,50대,2019-11-01
세계사,인문,설민석의 삼국지 1,40,2019,11,50대,2019-11-01
비즈니스북스,경제경영,돈의 감각,40,2019,11,50대,2019-11-01
조선뉴스프레스,인문,21세기 평화와 종교를 말한다,323,2019,11,50대,2019-11-01
돌베개,시/에세이,백범일지,36,2019,11,50대,2019-11-01
세계사,인문,설민석의 삼국지 2,38,2019,11,50대,2019-11-01
차이정원,가정과 생활,칼 비테 교육법,36,2019,11,50대,2019-11-01
생각의길,인문,유럽 도시 기행 1,36,2019,11,50대,2019-11-01
쌤앤파커스,경제경영,포노 사피엔스,33,2019,11,50대,2019-11-01
인플루엔셜,경제경영,밀레니얼 이코노미,33,2019,11,50대,2019-11-01
쌤앤파커스,소설,직지 1,30,2019,11,50대,2019-11-01
쌤앤파커스,소설,직지 2,30,2019,11,50대,2019-11-01
차이정원,자기계발,에이트,143,2019,11,60대,2019-11-01
미래의창,경제경영,트렌드 코리아 2020,46,2019,11,60대,2019-11-01
정토출판,시/에세이,지금 이대로 좋다,32,2019,11,60대,2019-11-01
위즈덤하우스,인문,"1일 1페이지, 세상에서 가장 짧은 교양 수업 365",29,2019,11,60대,2019-11-01
김영사,인문,"대변동: 위기, 선택, 변화",27,2019,11,60대,2019-11-01
놀,시/에세이,오늘도 펭수 내일도 펭수,29,2019,11,60대,2019-11-01
브론스테인,가정과 생활,오래도록 젊음을 유지하고 건강하게 죽는 법,24,2019,11,60대,2019-11-01
걷는사람,시/에세이,간밤에 나는 악인이었는지 모른다,120,2019,11,60대,2019-11-01
아니무스,종교/역학,착한 사람 그만두기,23,2019,11,60대,2019-11-01
통나무,종교/역학,도올의 마가복음 강해,16,2019,11,60대,2019-11-01
센시오,자기계발,50부터는 인생관을 바꿔야 산다,16,2019,11,60대,2019-11-01
불광출판사,인문,질문이 멈춰지면 스스로 답이 된다,15,2019,11,60대,2019-11-01
마음산책,시/에세이,그 사랑 놓치지 마라,18,2019,11,60대,2019-11-01
비즈니스북스,경제경영,짐 로저스 앞으로 5년 한반도 투자 시나리오,13,2019,11,60대,2019-11-01
을유문화사,자연과 과학,이기적 유전자,12,2019,11,60대,2019-11-01
민음사,소설,방랑자들,13,2019,11,60대,2019-11-01
인플루엔셜,경제경영,밀레니얼 이코노미,12,2019,11,60대,2019-11-01
백년동안,사회과학 / 역사,좌파 문화권력 3인방,12,2019,11,60대,2019-11-01
브론스테인,가정과 생활,당신은 뇌를 고칠 수 있다,11,2019,11,60대,2019-11-01
달,시/에세이,혼자가 혼자에게,12,2019,11,60대,2019-11-01
사계절,사회과학 / 역사,대전환,11,2019,11,60대,2019-11-01
불교신문사,시/에세이,낡은 옷을 벗어라,10,2019,11,60대,2019-11-01
지혜,시/에세이,꽃을 보듯 너를 본다,13,2019,11,60대,2019-11-01
미래사,사회과학 / 역사,반일 종족주의,9,2019,11,60대,2019-11-01
세계사,인문,설민석의 삼국지 1,9,2019,11,60대,2019-11-01
명진,시/에세이,어느 늙은 전사의 노래,15,2019,11,60대,2019-11-01
김영사,인문,사피엔스,8,2019,11,60대,2019-11-01
해냄출판사,인문,당신이 옳다,8,2019,11,60대,2019-11-01
쌤앤파커스,소설,직지 2,8,2019,11,60대,2019-11-01
미래엔아이세움,유아동,흔한남매 2,8,2019,11,60대,2019-11-01
쌤앤파커스,가정과 생활,3분만 바라보면 눈이 좋아진다,8,2019,11,60대,2019-11-01
세종서적,자연과 과학,인류의 운명을 바꾼 약의 탐험가들,8,2019,11,60대,2019-11-01
밝은세상,소설,작가들의 비밀스러운 삶,8,2019,11,60대,2019-11-01
민음사,소설,신곡 세트,7,2019,11,60대,2019-11-01
비즈니스북스,자기계발,아주 작은 습관의 힘,7,2019,11,60대,2019-11-01
21세기북스,경제경영,2020 부의 지각변동,7,2019,11,60대,2019-11-01
쌤앤파커스,소설,직지 1,7,2019,11,60대,2019-11-01
놀(다산북스),시/에세이,오늘도 펭수 내일도 펭수 - 꽃눈 에디션,81,2019,12,10대,2019-12-01
더스토리,소설,초판본 데미안 (리커버 한정판),36,2019,12,10대,2019-12-01
북플라자,소설,루팡의 딸,27,2019,12,10대,2019-12-01
강한별,시/에세이,지쳤거나 좋아하는 게 없거나,27,2019,12,10대,2019-12-01
위즈덤하우스,인문,"1일 1페이지, 세상에서 가장 짧은 교양 수업 365",26,2019,12,10대,2019-12-01
스튜디오오드리,시/에세이,너에게만 좋은 사람이 되고 싶어,22,2019,12,10대,2019-12-01
북플라자,소설,봉제인형 살인사건,21,2019,12,10대,2019-12-01
창비(창작과비평사),청소년,페인트,21,2019,12,10대,2019-12-01
세계사,인문,설민석의 삼국지 1,21,2019,12,10대,2019-12-01
세계사,인문,설민석의 삼국지 2,20,2019,12,10대,2019-12-01
세계사,사회과학 / 역사,설민석의 조선왕조실록,18,2019,12,10대,2019-12-01
민음사,소설,82년생 김지영,19,2019,12,10대,2019-12-01
북플라자,소설,돌이킬 수 없는 약속,18,2019,12,10대,2019-12-01
김영사,인문,팩트풀니스,18,2019,12,10대,2019-12-01
(주)디앤씨미디어-잇북,소설,인소의 법칙 12 (특별한정판),18,2019,12,10대,2019-12-01
문학동네,청소년,체리새우: 비밀글입니다,17,2019,12,10대,2019-12-01
을유문화사,자연과 과학,이기적 유전자 - 40주년 기념판,16,2019,12,10대,2019-12-01
놀(다산북스),시/에세이,오늘도 펭수 내일도 펭수 - 꽃눈 에디션,840,2019,12,20대,2019-12-01
위즈덤하우스,인문,"1일 1페이지, 세상에서 가장 짧은 교양 수업 365",338,2019,12,20대,2019-12-01
강한별,시/에세이,지쳤거나 좋아하는 게 없거나,295,2019,12,20대,2019-12-01
미래의창,경제경영,트렌드 코리아 2020,340,2019,12,20대,2019-12-01
김영사,인문,팩트풀니스,186,2019,12,20대,2019-12-01
더스토리,소설,초판본 데미안 (리커버 한정판),170,2019,12,20대,2019-12-01
woman sense books,경제경영,빌딩박사 박종복의 그들은 왜 아파트를 팔았나?,801,2019,12,20대,2019-12-01
지혜,시/에세이,꽃을 보듯 너를 본다,142,2019,12,20대,2019-12-01
비즈니스북스,자기계발,나는 무조건 합격하는 공부만 한다,131,2019,12,20대,2019-12-01
밝은세상,소설,작가들의 비밀스러운 삶,119,2019,12,20대,2019-12-01
차이정원,자기계발,에이트,173,2019,12,20대,2019-12-01
문학동네,시/에세이,여행의 이유,119,2019,12,20대,2019-12-01
스튜디오오드리,시/에세이,너에게만 좋은 사람이 되고 싶어,109,2019,12,20대,2019-12-01
토네이도,자기계발,5년 후 나에게 : Q&A a day - 2020 로즈골드 특별 에디션 (한정판),131,2019,12,20대,2019-12-01
웨일북,경제경영,90년생이 온다,194,2019,12,20대,2019-12-01
도서출판마음의숲,시/에세이,나는 나로 살기로 했다 (100만부 기념 클래식 에디션),89,2019,12,20대,2019-12-01
웨일북,인문,지적 대화를 위한 넓고 얕은 지식 제로,111,2019,12,20대,2019-12-01
한국경제신문사(한경비피),자기계발,하버드 상위 1퍼센트의 비밀 - 리커버 에디션,84,2019,12,20대,2019-12-01
소미미디어,만화/라이트노벨,전생했더니 슬라임이었던 건에 대하여 15,81,2019,12,20대,2019-12-01
마시멜로,소설,아홉 명의 완벽한 타인들 (리커버 에디션),75,2019,12,20대,2019-12-01
정토출판사,시/에세이,지금 이대로 좋다,77,2019,12,20대,2019-12-01
리더스북,경제경영,넛지,87,2019,12,20대,2019-12-01
비즈니스북스,자기계발,아주 작은 습관의 힘,97,2019,12,20대,2019-12-01
놀,시/에세이,오늘도 펭수 내일도 펭수,1,2019,12,30대,2019-12-01
위즈덤하우스,인문,"1일 1페이지, 세상에서 가장 짧은 교양 수업 365",792,2019,12,30대,2019-12-01
미래의창,경제경영,트렌드 코리아 2020,841,2019,12,30대,2019-12-01
김영사,인문,팩트풀니스,565,2019,12,30대,2019-12-01
차이정원,자기계발,에이트,549,2019,12,30대,2019-12-01
시공주니어,유아동,117층 나무 집,412,2019,12,30대,2019-12-01
더스토리,소설,데미안(리커버 한정판)(초판본)(1919년 오리지널 초판본 패브릭 에디션),396,2019,12,30대,2019-12-01
에프엔미디어,경제경영,대한민국 부동산 사용설명서,311,2019,12,30대,2019-12-01
책소유,유아동,잠이 오는 이야기,299,2019,12,30대,2019-12-01
밝은세상,소설,작가들의 비밀스러운 삶,280,2019,12,30대,2019-12-01
정토출판,시/에세이,지금 이대로 좋다,281,2019,12,30대,2019-12-01
아이휴먼,유아동,설민석의 한국사 대모험 12,259,2019,12,30대,2019-12-01
문학동네,시/에세이,여행의 이유,301,2019,12,30대,2019-12-01
미래엔아이세움,유아동,흔한남매 3,246,2019,12,30대,2019-12-01
웨일북(whalebooks),인문,지적 대화를 위한 넓고 얕은 지식: 제로 편,244,2019,12,30대,2019-12-01
책구루,인문,공부머리 독서법,235,2019,12,30대,2019-12-01
비즈니스북스,자기계발,나는 무조건 합격하는 공부만 한다,175,2019,12,30대,2019-12-01
미래엔아이세움,유아동,흔한남매 2,174,2019,12,30대,2019-12-01
문학사상,사회과학 / 역사,총 균 쇠,165,2019,12,30대,2019-12-01
마시멜로,소설,아홉 명의 완벽한 타인들,152,2019,12,30대,2019-12-01
미래엔아이세움,유아동,흔한남매 1,149,2019,12,30대,2019-12-01
겜툰,유아동,밍꼬발랄 코믹스 1,140,2019,12,30대,2019-12-01
김영사,인문,사피엔스,137,2019,12,30대,2019-12-01
창비,소설,일의 기쁨과 슬픔,148,2019,12,30대,2019-12-01
대원씨아이,만화/라이트노벨,원피스 94: 무사들의 꿈,129,2019,12,30대,2019-12-01
비즈니스북스,자기계발,아주 작은 습관의 힘,127,2019,12,30대,2019-12-01
한국경제신문,자기계발,하버드 상위 1퍼센트의 비밀(리커버 에디션),113,2019,12,30대,2019-12-01
세계사,인문,설민석의 삼국지 1,111,2019,12,30대,2019-12-01
비채,소설,양 사나이의 크리스마스,111,2019,12,30대,2019-12-01
세계사,인문,설민석의 삼국지 2,103,2019,12,30대,2019-12-01
을유문화사,자연과 과학,이기적 유전자(40주년 기념판),103,2019,12,30대,2019-12-01
세계사,사회과학 / 역사,설민석의 조선왕조실록,106,2019,12,30대,2019-12-01
상상출판,시/에세이,쓸 만한 인간,103,2019,12,30대,2019-12-01
달,시/에세이,혼자가 혼자에게,100,2019,12,30대,2019-12-01
사이언스북스,자연과 과학,코스모스,95,2019,12,30대,2019-12-01
아울북,유아동,Go Go 카카오프렌즈 11: 한국,97,2019,12,30대,2019-12-01
토네이도,자기계발,5년 후 나에게 Q&A a day(2023 Sandglass Edition),119,2019,12,30대,2019-12-01
놀(다산북스),시/에세이,오늘도 펭수 내일도 펭수 - 꽃눈 에디션,1,2019,12,40대,2019-12-01
위즈덤하우스,인문,"1일 1페이지, 세상에서 가장 짧은 교양 수업 365",1,2019,12,40대,2019-12-01
아이휴먼,유아동,설민석의 한국사 대모험 12,902,2019,12,40대,2019-12-01
김영사,인문,팩트풀니스,810,2019,12,40대,2019-12-01
시공주니어,유아동,117층 나무 집,768,2019,12,40대,2019-12-01
더스토리,소설,초판본 데미안 (리커버 한정판),719,2019,12,40대,2019-12-01
차이정원,자기계발,에이트,674,2019,12,40대,2019-12-01
미래의창,경제경영,트렌드 코리아 2020,698,2019,12,40대,2019-12-01
아이세움,유아동,흔한남매 3,474,2019,12,40대,2019-12-01
정토출판사,시/에세이,지금 이대로 좋다,482,2019,12,40대,2019-12-01
강한별,시/에세이,지쳤거나 좋아하는 게 없거나,436,2019,12,40대,2019-12-01
문학사상,사회과학 / 역사,"총,균,쇠",367,2019,12,40대,2019-12-01
책구루,인문,공부머리 독서법,367,2019,12,40대,2019-12-01
아이세움,유아동,흔한남매 2,372,2019,12,40대,2019-12-01
문학동네,시/에세이,여행의 이유,331,2019,12,40대,2019-12-01
밝은세상,소설,작가들의 비밀스러운 삶,310,2019,12,40대,2019-12-01
에프엔미디어,경제경영,대한민국 부동산 사용설명서,307,2019,12,40대,2019-12-01
웨일북,인문,지적 대화를 위한 넓고 얕은 지식 제로,290,2019,12,40대,2019-12-01
북플라자,소설,루팡의 딸,286,2019,12,40대,2019-12-01
아이세움,유아동,흔한남매 1,302,2019,12,40대,2019-12-01
사이언스북스,자연과 과학,코스모스 (특별보급판),275,2019,12,40대,2019-12-01
세계사,인문,설민석의 삼국지 1,276,2019,12,40대,2019-12-01
더모던,소설,빨강 머리 앤,272,2019,12,40대,2019-12-01
을유문화사,자연과 과학,이기적 유전자 - 40주년 기념판,267,2019,12,40대,2019-12-01
겜툰,유아동,밍꼬발랄 코믹스 1,265,2019,12,40대,2019-12-01
세계사,인문,설민석의 삼국지 2,267,2019,12,40대,2019-12-01
아이세움,유아동,내일은 실험왕 48 - 방사능 물질,261,2019,12,40대,2019-12-01
리더스북,경제경영,넛지,248,2019,12,40대,2019-12-01
위즈덤하우스,인문,"1일 1페이지, 세상에서 가장 짧은 교양 수업 365",453,2019,12,50대,2019-12-01
김영사,인문,팩트풀니스,383,2019,12,50대,2019-12-01
놀(다산북스),시/에세이,오늘도 펭수 내일도 펭수 - 꽃눈 에디션,335,2019,12,50대,2019-12-01
차이정원,자기계발,에이트,302,2019,12,50대,2019-12-01
미래의창,경제경영,트렌드 코리아 2020,277,2019,12,50대,2019-12-01
센시오,자기계발,50부터는 인생관을 바꿔야 산다,220,2019,12,50대,2019-12-01
정토출판사,시/에세이,지금 이대로 좋다,251,2019,12,50대,2019-12-01
더스토리,소설,초판본 데미안 (리커버 한정판),156,2019,12,50대,2019-12-01
강한별,시/에세이,지쳤거나 좋아하는 게 없거나,185,2019,12,50대,2019-12-01
문학동네,시/에세이,여행의 이유,152,2019,12,50대,2019-12-01
문학사상,사회과학 / 역사,"총,균,쇠",129,2019,12,50대,2019-12-01
웨일북,인문,지적 대화를 위한 넓고 얕은 지식 제로,116,2019,12,50대,2019-12-01
웨일북,경제경영,90년생이 온다,126,2019,12,50대,2019-12-01
에프엔미디어,경제경영,대한민국 부동산 사용설명서,102,2019,12,50대,2019-12-01
밝은세상,소설,작가들의 비밀스러운 삶,89,2019,12,50대,2019-12-01
비즈니스북스,자기계발,아주 작은 습관의 힘,91,2019,12,50대,2019-12-01
김영사,인문,사피엔스,90,2019,12,50대,2019-12-01
리더스북,경제경영,넛지,88,2019,12,50대,2019-12-01
브론스테인,가정과 생활,오래도록 젊음을 유지하고 건강하게 죽는 법,93,2019,12,50대,2019-12-01
비즈니스북스,경제경영,짐 로저스 앞으로 5년 한반도 투자 시나리오,86,2019,12,50대,2019-12-01
수오서재,시/에세이,혜민 스님의 따뜻한 응원,109,2019,12,50대,2019-12-01
비즈니스북스,자기계발,나는 무조건 합격하는 공부만 한다,82,2019,12,50대,2019-12-01
민음사,소설,82년생 김지영,98,2019,12,50대,2019-12-01
사이언스북스,자연과 과학,코스모스 (특별보급판),76,2019,12,50대,2019-12-01
오픈마인드,경제경영,부의 인문학,74,2019,12,50대,2019-12-01
와이즈베리,인문,정의란 무엇인가,72,2019,12,50대,2019-12-01
을유문화사,자연과 과학,이기적 유전자 - 40주년 기념판,69,2019,12,50대,2019-12-01
마시멜로,소설,아홉 명의 완벽한 타인들 (리커버 에디션),65,2019,12,50대,2019-12-01
위즈덤하우스,인문,"1일 1페이지, 세상에서 가장 짧은 교양 수업 365",97,2019,12,60대,2019-12-01
차이정원,자기계발,에이트,88,2019,12,60대,2019-12-01
김영사,인문,팩트풀니스,49,2019,12,60대,2019-12-01
놀(다산북스),시/에세이,오늘도 펭수 내일도 펭수 - 꽃눈 에디션,53,2019,12,60대,2019-12-01
정토출판사,시/에세이,지금 이대로 좋다,44,2019,12,60대,2019-12-01
문학동네,시/에세이,여행의 이유,39,2019,12,60대,2019-12-01
미래의창,경제경영,트렌드 코리아 2020,38,2019,12,60대,2019-12-01
미다스북스,가정과 생활,나는 당신이 오직 코로 숨 쉬기 바란다,31,2019,12,60대,2019-12-01
문학사상,사회과학 / 역사,"총,균,쇠",28,2019,12,60대,2019-12-01
강한별,시/에세이,지쳤거나 좋아하는 게 없거나,28,2019,12,60대,2019-12-01
브론스테인,가정과 생활,오래도록 젊음을 유지하고 건강하게 죽는 법,28,2019,12,60대,2019-12-01
웨일북,인문,지적 대화를 위한 넓고 얕은 지식 제로,23,2019,12,60대,2019-12-01
밝은세상,소설,작가들의 비밀스러운 삶,21,2019,12,60대,2019-12-01
통나무,인문,"스무살, 반야심경에 미치다",20,2019,12,60대,2019-12-01
통나무,소설,슬픈 쥐의 윤회,26,2019,12,60대,2019-12-01
나무의마음,시/에세이,참선 1,20,2019,12,60대,2019-12-01
기파랑,사회과학 / 역사,"지나간 탄핵, 다가올 탄핵",24,2019,12,60대,2019-12-01
에프엔미디어,경제경영,대한민국 부동산 사용설명서,18,2019,12,60대,2019-12-01
세계사,사회과학 / 역사,설민석의 조선왕조실록,18,2019,12,60대,2019-12-01
더스토리,소설,초판본 데미안 (리커버 한정판),17,2019,12,60대,2019-12-01
도서출판마음의숲,시/에세이,나는 나로 살기로 했다 (100만부 기념 클래식 에디션),16,2019,12,60대,2019-12-01
웨일북,경제경영,90년생이 온다,16,2019,12,60대,2019-12-01
비즈니스북스,자기계발,아주 작은 습관의 힘,18,2019,12,60대,2019-12-01
지혜,시/에세이,꽃을 보듯 너를 본다,15,2019,12,60대,2019-12-01
나무의마음,시/에세이,참선 2,15,2019,12,60대,2019-12-01
비즈니스북스,경제경영,짐 로저스 앞으로 5년 한반도 투자 시나리오,15,2019,12,60대,2019-12-01
밥북,사회과학 / 역사,"아름다운 시대, 라 벨르 에뽀끄 2",16,2019,12,60대,2019-12-01
오픈마인드,경제경영,부의 인문학,14,2019,12,60대,2019-12-01
통나무,인문,"유시민과 도올 - 통일, 청춘을 말하다",14,2019,12,60대,2019-12-01
포르체,가정과 생활,틀 밖에서 놀게 하라,15,2019,12,60대,2019-12-01
열림원,시/에세이,너와 함께라면 인생도 여행이다,14,2019,12,60대,2019-12-01
사이언스북스,자연과 과학,코스모스 (특별보급판),13,2019,12,60대,2019-12-01
해냄출판사,인문,당신이 옳다,13,2019,12,60대,2019-12-01
아이세움,유아동,흔한남매 2,13,2019,12,60대,2019-12-01
마시멜로,소설,아홉 명의 완벽한 타인들 (리커버 에디션),13,2019,12,60대,2019-12-01
마음산책,시/에세이,그 사랑 놓치지 마라,16,2019,12,60대,2019-12-01
기독교대한감리회(KMC),종교/역학,2020 하늘양식 - 가정예배서,13,2019,12,60대,2019-12-01
책소유,유아동,잠이 오는 이야기,13,2019,12,60대,2019-12-01
밥북,사회과학 / 역사,"아름다운 시대, 라 벨르 에뽀끄 3",13,2019,12,60대,2019-12-01
현대문학,소설,모스크바의 신사,12,2019,12,60대,2019-12-01
리더스북,경제경영,넛지,12,2019,12,60대,2019-12-01
불교신문사,종교/역학,낡은 옷을 벗어라,16,2019,12,60대,2019-12-01
사회평론(Bricks),인문,우리가 간신히 희망할 수 있는 것,13,2019,12,60대,2019-12-01
수오서재,시/에세이,혜민 스님의 따뜻한 응원,21,2019,12,60대,2019-12-01
돌베개,인문,신영복 평전,12,2019,12,60대,2019-12-01
비즈니스북스,자기계발,나는 무조건 합격하는 공부만 한다,12,2019,12,60대,2019-12-01
황금가지,소설,오직 달님만이,22,2019,12,60대,2019-12-01
민음사,소설,82년생 김지영,12,2019,12,60대,2019-12-01
woman sense books,경제경영,빌딩박사 박종복의 그들은 왜 아파트를 팔았나?,1,2020,1,20대,2020-01-01
위즈덤하우스,인문,"1일 1페이지, 세상에서 가장 짧은 교양 수업 365",188,2020,1,20대,2020-01-01
다독임북스,시/에세이,인간을 키우는 고양이,155,2020,1,20대,2020-01-01
강한별,시/에세이,지쳤거나 좋아하는 게 없거나,152,2020,1,20대,2020-01-01
웨일북,인문,지적 대화를 위한 넓고 얕은 지식 제로,154,2020,1,20대,2020-01-01
더스토리,소설,초판본 데미안 (리커버 한정판),143,2020,1,20대,2020-01-01
디앤씨미디어(D&C미디어),만화/라이트노벨,나 혼자만 레벨업 2,138,2020,1,20대,2020-01-01
차이정원,자기계발,에이트,144,2020,1,20대,2020-01-01
미래의창,경제경영,트렌드 코리아 2020,124,2020,1,20대,2020-01-01
캐롯툰,만화/라이트노벨,어느 날 공주가 되어버렸다 3 (초호화 한정판),120,2020,1,20대,2020-01-01
놀(다산북스),시/에세이,오늘도 펭수 내일도 펭수 - 꽃눈 에디션,117,2020,1,20대,2020-01-01
B-Lab,소설,마도조사 4 (박스판),96,2020,1,20대,2020-01-01
